recorded_at,evidence_role,protocol_hash,data_end_date,strategy_date,last_rebalance_signal_date,strategy_action,regime,sector_exposure,low_risk_exposure,position_count,target_hash,snapshot_hash
2026-08-31T09:34:51+08:00,freeze_baseline,36eab370ce140da8ee59b22865f8e295622c159bb2a10f1d1a09b1bd183e7663,20260828,20260828,20260821,有新调仓建议,DEFENSIVE,30.00%,70.00%,3,52e09c1ba7ee57f3f14cea4ccefaae3506f7775495bccb6d6e741e9e33612468,4204f72a6415520b739148cb65162ff4cb563d9b1201d59ab92a7aff7e3a995f
