status,scope,score_direction,risk_asof_date,risk_score,risk_data_quality,benchmark_trend_60d,breadth_positive_20d,breadth_positive_60d,breadth_20d_valid_count,breadth_60d_valid_count,breadth_20d_coverage,breadth_60d_coverage,market_vol_percentile,trend_health,breadth_20d_health,breadth_60d_health,volatility_health,raw_regime,confirmed_regime,pending_regime,pending_sessions,regime_base_exposure,drawdown_cap,drawdown_cap_asof_date,risk_target_exposure,simulated_portfolio_exposure,simulated_portfolio_asof_date,actual_portfolio_exposure,actual_portfolio_asof_date,data_age_days,diagnostic_available,execution_allowed,reason
ready,sector_breadth_not_broad_market_index,high_is_risk_on,20260828,46.960408769160836,complete,-0.026395976543426514,0.8832976445396146,0.29860365198711064,934,931,1.0,0.9967880085653105,0.6984126984126984,0.39492775265240665,0.8832976445396146,0.29860365198711064,0.3015873015873016,DEFENSIVE,DEFENSIVE,,0,0.3,1.0,20260828,0.3,0.3001346988186034,20260828,0.3001346988186034,20260828,3,True,False,分数越高越适合承担权益风险，当前47.0分；60日趋势健康度39.5%；20/60日上涨板块占比88.3%/29.9%；20/60日数据覆盖率100.0%/99.7%；波动健康度30.2%；实际仓位与风险目标存在执行时点或再平衡带差异；ETF执行层未就绪，风险诊断不可直接当作交易指令
