signal_date,execution_date,stage,asset_code,target_weight
20190429,20190430,executed,LOW_RISK,0.0
20190430,20190506,executed,883301.TI,0.2
20190430,20190506,executed,884154.TI,0.2
20190430,20190506,executed,884214.TI,0.2
20190430,20190506,executed,884227.TI,0.2
20190430,20190506,executed,885819.TI,0.2
20190430,20190506,executed,LOW_RISK,0.0
20190506,20190507,executed,883301.TI,0.06
20190506,20190507,executed,884023.TI,0.06
20190506,20190507,executed,884118.TI,0.06
20190506,20190507,executed,884214.TI,0.06
20190506,20190507,executed,884227.TI,0.06
20190506,20190507,executed,LOW_RISK,0.7
20190507,20190508,executed,883301.TI,0.05898295590272055
20190507,20190508,executed,884023.TI,0.05946738894965354
20190507,20190508,executed,884118.TI,0.05833013319416823
20190507,20190508,executed,884214.TI,0.059648522297070135
20190507,20190508,executed,884227.TI,0.06011608269008327
20190507,20190508,executed,LOW_RISK,0.7034549169663042
20190508,20190509,executed,883301.TI,0.05856442819001996
20190508,20190509,executed,884023.TI,0.05920766868925621
20190508,20190509,executed,884118.TI,0.058763606038769026
20190508,20190509,executed,884214.TI,0.06019511874304868
20190508,20190509,executed,884227.TI,0.06136357767752449
20190508,20190509,executed,LOW_RISK,0.7019056006613816
20190509,20190510,executed,884023.TI,0.06
20190509,20190510,executed,884071.TI,0.06
20190509,20190510,executed,884118.TI,0.06
20190509,20190510,executed,884214.TI,0.06
20190509,20190510,executed,884227.TI,0.06
20190509,20190510,executed,LOW_RISK,0.7
20190510,20190513,executed,884023.TI,0.06053076584517686
20190510,20190513,executed,884071.TI,0.06042747176742168
20190510,20190513,executed,884118.TI,0.06146039050330709
20190510,20190513,executed,884214.TI,0.06061193947284825
20190510,20190513,executed,884227.TI,0.061408878518216664
20190510,20190513,executed,LOW_RISK,0.6955605538930295
20190513,20190514,executed,884023.TI,0.06019946876150557
20190513,20190514,executed,884071.TI,0.06035081894650748
20190513,20190514,executed,884118.TI,0.06080440915613821
20190513,20190514,executed,884214.TI,0.06024811099039534
20190513,20190514,executed,884227.TI,0.06055777953016455
20190513,20190514,executed,LOW_RISK,0.6978394126152889
20190514,20190515,executed,884023.TI,0.06
20190514,20190515,executed,884071.TI,0.06
20190514,20190515,executed,884118.TI,0.06
20190514,20190515,executed,884214.TI,0.06
20190514,20190515,executed,885818.TI,0.06
20190514,20190515,executed,LOW_RISK,0.7
20190515,20190516,executed,884023.TI,0.06
20190515,20190516,executed,884071.TI,0.06
20190515,20190516,executed,884118.TI,0.06
20190515,20190516,executed,884214.TI,0.06
20190515,20190516,executed,884273.TI,0.06
20190515,20190516,executed,LOW_RISK,0.7
20190516,20190517,executed,884023.TI,0.06053585173023313
20190516,20190517,executed,884071.TI,0.06073354038574296
20190516,20190517,executed,884118.TI,0.06102255178713489
20190516,20190517,executed,884214.TI,0.062254647043920884
20190516,20190517,executed,884273.TI,0.06030086765834478
20190516,20190517,executed,LOW_RISK,0.6951525413946233
20190517,20190520,executed,884023.TI,0.06
20190517,20190520,executed,884071.TI,0.06
20190517,20190520,executed,884118.TI,0.06
20190517,20190520,executed,884205.TI,0.06
20190517,20190520,executed,884273.TI,0.06
20190517,20190520,executed,LOW_RISK,0.7
20190520,20190521,executed,884005.TI,0.06
20190520,20190521,executed,884071.TI,0.06
20190520,20190521,executed,884205.TI,0.06
20190520,20190521,executed,884261.TI,0.06
20190520,20190521,executed,884273.TI,0.06
20190520,20190521,executed,LOW_RISK,0.7
20190521,20190522,executed,884005.TI,0.06106786279237586
20190521,20190522,executed,884071.TI,0.060427798421580504
20190521,20190522,executed,884205.TI,0.06062135731268906
20190521,20190522,executed,884261.TI,0.06115277415958497
20190521,20190522,executed,884273.TI,0.06110269314541849
20190521,20190522,executed,LOW_RISK,0.6956275141683511
20190522,20190523,executed,884005.TI,0.06183164042783081
20190522,20190523,executed,884071.TI,0.06008087880885473
20190522,20190523,executed,884205.TI,0.059747820502144576
20190522,20190523,executed,884261.TI,0.06061636003888868
20190522,20190523,executed,884273.TI,0.05932053825484884
20190522,20190523,executed,LOW_RISK,0.6984027619674323
20190523,20190524,executed,881157.TI,0.06
20190523,20190524,executed,884005.TI,0.06
20190523,20190524,executed,884205.TI,0.06
20190523,20190524,executed,884261.TI,0.06
20190523,20190524,executed,885818.TI,0.06
20190523,20190524,executed,LOW_RISK,0.7
20190524,20190527,executed,881157.TI,0.06019204583278312
20190524,20190527,executed,884005.TI,0.06217740490006562
20190524,20190527,executed,884205.TI,0.06018279521854032
20190524,20190527,executed,884261.TI,0.06035786962828557
20190524,20190527,executed,885818.TI,0.05954384945495628
20190524,20190527,executed,LOW_RISK,0.697546034965369
20190527,20190528,executed,881157.TI,0.06
20190527,20190528,executed,884005.TI,0.06
20190527,20190528,executed,884205.TI,0.06
20190527,20190528,executed,884261.TI,0.06
20190527,20190528,executed,884273.TI,0.06
20190527,20190528,executed,LOW_RISK,0.7
20190528,20190529,executed,881157.TI,0.059890113699022175
20190528,20190529,executed,884005.TI,0.060913745021293375
20190528,20190529,executed,884205.TI,0.05992137517824694
20190528,20190529,executed,884261.TI,0.05906486178038629
20190528,20190529,executed,884273.TI,0.05981395652636982
20190528,20190529,executed,LOW_RISK,0.7003959477946814
20190529,20190530,executed,881157.TI,0.059894212728977256
20190529,20190530,executed,884005.TI,0.06111685884806784
20190529,20190530,executed,884205.TI,0.059994121166032
20190529,20190530,executed,884261.TI,0.05878553724469821
20190529,20190530,executed,884273.TI,0.05971475096156379
20190529,20190530,executed,LOW_RISK,0.7004945190506608
20190530,20190531,executed,881157.TI,0.05960390458250002
20190530,20190531,executed,884005.TI,0.06123639581766157
20190530,20190531,executed,884205.TI,0.0596753351200431
20190530,20190531,executed,884261.TI,0.058376283710694934
20190530,20190531,executed,884273.TI,0.06055739012014308
20190530,20190531,executed,LOW_RISK,0.7005506906489573
20190531,20190603,executed,881157.TI,0.05991369379219673
20190531,20190603,executed,884005.TI,0.060687692334962025
20190531,20190603,executed,884205.TI,0.05994843618377618
20190531,20190603,executed,884261.TI,0.05769030039393293
20190531,20190603,executed,884273.TI,0.059918454931508824
20190531,20190603,executed,LOW_RISK,0.7018414223636233
20190603,20190604,executed,881157.TI,0.09999999999999999
20190603,20190604,executed,884142.TI,0.09999999999999999
20190603,20190604,executed,884205.TI,0.09999999999999999
20190603,20190604,executed,LOW_RISK,0.7
20190604,20190605,executed,881157.TI,0.10139879015779561
20190604,20190605,executed,884142.TI,0.09873817801892343
20190604,20190605,executed,884205.TI,0.10127055068860816
20190604,20190605,executed,LOW_RISK,0.6985924811346728
20190605,20190606,executed,881157.TI,0.09999999999999999
20190605,20190606,executed,884142.TI,0.09999999999999999
20190605,20190606,executed,884249.TI,0.09999999999999999
20190605,20190606,executed,LOW_RISK,0.7
20190606,20190610,executed,884142.TI,0.09999999999999999
20190606,20190610,executed,884249.TI,0.09999999999999999
20190606,20190610,executed,885462.TI,0.09999999999999999
20190606,20190610,executed,LOW_RISK,0.7
20190610,20190611,executed,884142.TI,0.10091273662198734
20190610,20190611,executed,884249.TI,0.10045368687147002
20190610,20190611,executed,885462.TI,0.10117794946139216
20190610,20190611,executed,LOW_RISK,0.6974556270451505
20190611,20190612,executed,884142.TI,0.10258169885771297
20190611,20190612,executed,884249.TI,0.10005589134400063
20190611,20190612,executed,885462.TI,0.10336310176360783
20190611,20190612,executed,LOW_RISK,0.6939993080346786
20190612,20190613,executed,884142.TI,0.10195508541935804
20190612,20190613,executed,884249.TI,0.0998652153252673
20190612,20190613,executed,885462.TI,0.10474128584623296
20190612,20190613,executed,LOW_RISK,0.6934384134091417
20190613,20190614,executed,884142.TI,0.10288768112638781
20190613,20190614,executed,884249.TI,0.09972828395265351
20190613,20190614,executed,885462.TI,0.1036938718437029
20190613,20190614,executed,LOW_RISK,0.6936901630772557
20190614,20190617,executed,884142.TI,0.10137610856345061
20190614,20190617,executed,884249.TI,0.09991457516559771
20190614,20190617,executed,885462.TI,0.10227613267384475
20190614,20190617,executed,LOW_RISK,0.6964331835971069
20190617,20190618,executed,884142.TI,0.10130213767208128
20190617,20190618,executed,884249.TI,0.10013600406235161
20190617,20190618,executed,885462.TI,0.10322799199320104
20190617,20190618,executed,LOW_RISK,0.695333866272366
20190618,20190619,executed,884249.TI,0.09999999999999999
20190618,20190619,executed,884250.TI,0.09999999999999999
20190618,20190619,executed,885462.TI,0.09999999999999999
20190618,20190619,executed,LOW_RISK,0.7
20190619,20190620,executed,884249.TI,0.0997741480649641
20190619,20190620,executed,884250.TI,0.09959768344393363
20190619,20190620,executed,885462.TI,0.09889817767553044
20190619,20190620,executed,LOW_RISK,0.7017299908155719
20190620,20190621,executed,884250.TI,0.09999999999999999
20190620,20190621,executed,884251.TI,0.09999999999999999
20190620,20190621,executed,885462.TI,0.09999999999999999
20190620,20190621,executed,LOW_RISK,0.7
20190621,20190624,executed,881134.TI,0.09999999999999999
20190621,20190624,executed,884250.TI,0.09999999999999999
20190621,20190624,executed,884251.TI,0.09999999999999999
20190621,20190624,executed,LOW_RISK,0.7
20190624,20190625,executed,881134.TI,0.10035830130604723
20190624,20190625,executed,884250.TI,0.09995125253850584
20190624,20190625,executed,884251.TI,0.09964307334122287
20190624,20190625,executed,LOW_RISK,0.700047372814224
20190625,20190626,executed,881134.TI,0.10028230731734122
20190625,20190626,executed,884250.TI,0.09803235636415326
20190625,20190626,executed,884251.TI,0.0987508330241717
20190625,20190626,executed,LOW_RISK,0.7029345032943338
20190626,20190627,executed,881134.TI,0.10167739171295721
20190626,20190627,executed,884250.TI,0.09840684104693813
20190626,20190627,executed,884251.TI,0.09863554223961654
20190626,20190627,executed,LOW_RISK,0.7012802250004881
20190627,20190628,executed,881134.TI,0.10206940777483024
20190627,20190628,executed,884250.TI,0.09886164215059566
20190627,20190628,executed,884251.TI,0.0986511231657218
20190627,20190628,executed,LOW_RISK,0.7004178269088523
20190628,20190701,executed,881134.TI,0.10324513620136642
20190628,20190701,executed,884250.TI,0.09955845653492995
20190628,20190701,executed,884251.TI,0.09895076401250157
20190628,20190701,executed,LOW_RISK,0.6982456432512021
20190701,20190702,executed,881134.TI,0.10463720827180299
20190701,20190702,executed,884250.TI,0.09924218495928458
20190701,20190702,executed,884251.TI,0.09929215402788312
20190701,20190702,executed,LOW_RISK,0.6968284527410293
20190702,20190703,executed,881134.TI,0.09999999999999999
20190702,20190703,executed,884251.TI,0.09999999999999999
20190702,20190703,executed,884257.TI,0.09999999999999999
20190702,20190703,executed,LOW_RISK,0.7
20190703,20190704,executed,881134.TI,0.10058303543427585
20190703,20190704,executed,884251.TI,0.0999264823402828
20190703,20190704,executed,884257.TI,0.09943971365082373
20190703,20190704,executed,LOW_RISK,0.7000507685746176
20190704,20190705,executed,881134.TI,0.09999999999999999
20190704,20190705,executed,884014.TI,0.09999999999999999
20190704,20190705,executed,884257.TI,0.09999999999999999
20190704,20190705,executed,LOW_RISK,0.7
20190705,20190708,executed,884014.TI,0.09999999999999999
20190705,20190708,executed,884220.TI,0.09999999999999999
20190705,20190708,executed,884257.TI,0.09999999999999999
20190705,20190708,executed,LOW_RISK,0.7
20190708,20190709,executed,884014.TI,0.09783363616397363
20190708,20190709,executed,884220.TI,0.09766212840017513
20190708,20190709,executed,884257.TI,0.09781848368160974
20190708,20190709,executed,LOW_RISK,0.7066857517542415
20190709,20190710,executed,884014.TI,0.09768967927191924
20190709,20190710,executed,884220.TI,0.09893845828642658
20190709,20190710,executed,884257.TI,0.0979940749157423
20190709,20190710,executed,LOW_RISK,0.7053777875259118
20190710,20190711,executed,884014.TI,0.09738346104094198
20190710,20190711,executed,884220.TI,0.09921923986864707
20190710,20190711,executed,884257.TI,0.09764438382150877
20190710,20190711,executed,LOW_RISK,0.7057529152689022
20190711,20190712,executed,884014.TI,0.09772564382349072
20190711,20190712,executed,884220.TI,0.09794105813958652
20190711,20190712,executed,884257.TI,0.09629937922019616
20190711,20190712,executed,LOW_RISK,0.7080339188167266
20190712,20190715,executed,884014.TI,0.09759111630858311
20190712,20190715,executed,884220.TI,0.09847857424348831
20190712,20190715,executed,884257.TI,0.09621748716563955
20190712,20190715,executed,LOW_RISK,0.707712822282289
20190715,20190716,executed,884014.TI,0.09791242496198924
20190715,20190716,executed,884220.TI,0.09910033724893942
20190715,20190716,executed,884257.TI,0.09660967489335794
20190715,20190716,executed,LOW_RISK,0.7063775628957134
20190716,20190717,executed,881102.TI,0.09999999999999999
20190716,20190717,executed,884014.TI,0.09999999999999999
20190716,20190717,executed,884220.TI,0.09999999999999999
20190716,20190717,executed,LOW_RISK,0.7
20190717,20190718,executed,881102.TI,0.10105736786989455
20190717,20190718,executed,884014.TI,0.09966742798301709
20190717,20190718,executed,884220.TI,0.09882332364999023
20190717,20190718,executed,LOW_RISK,0.7004518804970981
20190718,20190719,executed,881102.TI,0.09999999999999999
20190718,20190719,executed,884220.TI,0.09999999999999999
20190718,20190719,executed,884261.TI,0.09999999999999999
20190718,20190719,executed,LOW_RISK,0.7
20190719,20190722,executed,881102.TI,0.09999999999999999
20190719,20190722,executed,884078.TI,0.09999999999999999
20190719,20190722,executed,884261.TI,0.09999999999999999
20190719,20190722,executed,LOW_RISK,0.7
20190722,20190723,executed,881102.TI,0.0968400322428215
20190722,20190723,executed,884078.TI,0.09845801867997604
20190722,20190723,executed,884261.TI,0.09860726283187539
20190722,20190723,executed,LOW_RISK,0.706094686245327
20190723,20190724,executed,881102.TI,0.09778055601581433
20190723,20190724,executed,884078.TI,0.100657119036499
20190723,20190724,executed,884261.TI,0.1003055172139184
20190723,20190724,executed,LOW_RISK,0.7012568077337683
20190724,20190725,executed,881102.TI,0.09855458460175226
20190724,20190725,executed,884078.TI,0.1003943773510679
20190724,20190725,executed,884261.TI,0.10214446216124234
20190724,20190725,executed,LOW_RISK,0.6989065758859375
20190725,20190726,executed,881102.TI,0.09945501438220257
20190725,20190726,executed,884078.TI,0.09933108401870457
20190725,20190726,executed,884261.TI,0.10288482198916352
20190725,20190726,executed,LOW_RISK,0.6983290796099293
20190726,20190729,executed,881102.TI,0.09858076574650054
20190726,20190729,executed,884078.TI,0.09918399094869988
20190726,20190729,executed,884261.TI,0.10462961418841568
20190726,20190729,executed,LOW_RISK,0.6976056291163839
20190729,20190730,executed,881102.TI,0.0997864118474692
20190729,20190730,executed,884078.TI,0.09789950653073365
20190729,20190730,executed,884261.TI,0.10514044075302449
20190729,20190730,executed,LOW_RISK,0.6971736408687726
20190730,20190731,executed,884078.TI,0.09999999999999999
20190730,20190731,executed,884261.TI,0.09999999999999999
20190730,20190731,executed,884264.TI,0.09999999999999999
20190730,20190731,executed,LOW_RISK,0.7
20190731,20190801,executed,884078.TI,0.09817982779162518
20190731,20190801,executed,884261.TI,0.10066898680354268
20190731,20190801,executed,884264.TI,0.0995822364172419
20190731,20190801,executed,LOW_RISK,0.7015689489875903
20190801,20190802,executed,884078.TI,0.09999999999999999
20190801,20190802,executed,884249.TI,0.09999999999999999
20190801,20190802,executed,884264.TI,0.09999999999999999
20190801,20190802,executed,LOW_RISK,0.7
20190802,20190805,executed,884078.TI,0.10033051925638367
20190802,20190805,executed,884249.TI,0.09943100534893105
20190802,20190805,executed,884264.TI,0.09970390422096442
20190802,20190805,executed,LOW_RISK,0.7005345711737209
20190805,20190806,executed,884227.TI,0.09999999999999999
20190805,20190806,executed,884249.TI,0.09999999999999999
20190805,20190806,executed,884264.TI,0.09999999999999999
20190805,20190806,executed,LOW_RISK,0.7
20190806,20190807,executed,884183.TI,0.09999999999999999
20190806,20190807,executed,884249.TI,0.09999999999999999
20190806,20190807,executed,884264.TI,0.09999999999999999
20190806,20190807,executed,LOW_RISK,0.7
20190807,20190808,executed,884021.TI,0.09999999999999999
20190807,20190808,executed,884249.TI,0.09999999999999999
20190807,20190808,executed,884264.TI,0.09999999999999999
20190807,20190808,executed,LOW_RISK,0.7
20190808,20190809,executed,884021.TI,0.10104106706627887
20190808,20190809,executed,884249.TI,0.10010031565369759
20190808,20190809,executed,884264.TI,0.10219453205620178
20190808,20190809,executed,LOW_RISK,0.6966640852238217
20190809,20190812,executed,884021.TI,0.09887130962289668
20190809,20190812,executed,884249.TI,0.10059397910492228
20190809,20190812,executed,884264.TI,0.10023848948940876
20190809,20190812,executed,LOW_RISK,0.7002962217827723
20190812,20190813,executed,884021.TI,0.099561034732423
20190812,20190813,executed,884249.TI,0.10053825857094328
20190812,20190813,executed,884264.TI,0.10168491846983334
20190812,20190813,executed,LOW_RISK,0.6982157882268003
20190813,20190814,executed,884021.TI,0.09999999999999999
20190813,20190814,executed,884227.TI,0.09999999999999999
20190813,20190814,executed,884249.TI,0.09999999999999999
20190813,20190814,executed,LOW_RISK,0.7
20190814,20190815,executed,884021.TI,0.09755219419928979
20190814,20190815,executed,884227.TI,0.09802275968533115
20190814,20190815,executed,884249.TI,0.09914335629382084
20190814,20190815,executed,LOW_RISK,0.7052816898215583
20190815,20190816,executed,884021.TI,0.09999999999999999
20190815,20190816,executed,884227.TI,0.09999999999999999
20190815,20190816,executed,884235.TI,0.09999999999999999
20190815,20190816,executed,LOW_RISK,0.7
20190816,20190819,executed,884021.TI,0.1020037026337419
20190816,20190819,executed,884227.TI,0.1007580690906146
20190816,20190819,executed,884235.TI,0.10116949029580802
20190816,20190819,executed,LOW_RISK,0.6960687379798355
20190819,20190820,executed,884021.TI,0.1032481068028508
20190819,20190820,executed,884227.TI,0.10347499402607335
20190819,20190820,executed,884235.TI,0.10177223603115157
20190819,20190820,executed,LOW_RISK,0.6915046631399243
20190820,20190821,executed,884021.TI,0.10195584741400518
20190820,20190821,executed,884227.TI,0.1041502106640173
20190820,20190821,executed,884235.TI,0.1010215702704599
20190820,20190821,executed,LOW_RISK,0.6928723716515176
20190821,20190822,executed,884199.TI,0.09999999999999999
20190821,20190822,executed,884227.TI,0.09999999999999999
20190821,20190822,executed,884235.TI,0.09999999999999999
20190821,20190822,executed,LOW_RISK,0.7
20190822,20190823,executed,884199.TI,0.10126563355955746
20190822,20190823,executed,884227.TI,0.09941643524456163
20190822,20190823,executed,884235.TI,0.10056724103295757
20190822,20190823,executed,LOW_RISK,0.6987506901629233
20190823,20190826,executed,884199.TI,0.1011472513087745
20190823,20190826,executed,884227.TI,0.09773241562351255
20190823,20190826,executed,884235.TI,0.09946690929891183
20190823,20190826,executed,LOW_RISK,0.7016534237688011
20190826,20190827,executed,884199.TI,0.10489307479652611
20190826,20190827,executed,884227.TI,0.10028115132821004
20190826,20190827,executed,884235.TI,0.09805358804139738
20190826,20190827,executed,LOW_RISK,0.6967721858338665
20190827,20190828,executed,884199.TI,0.09999999999999999
20190827,20190828,executed,884235.TI,0.09999999999999999
20190827,20190828,executed,884238.TI,0.09999999999999999
20190827,20190828,executed,LOW_RISK,0.7
20190828,20190829,executed,884199.TI,0.09872422097274834
20190828,20190829,executed,884235.TI,0.10028138359173762
20190828,20190829,executed,884238.TI,0.09824446653943616
20190828,20190829,executed,LOW_RISK,0.7027499288960779
20190829,20190830,executed,883303.TI,0.09999999999999999
20190829,20190830,executed,884199.TI,0.09999999999999999
20190829,20190830,executed,884238.TI,0.09999999999999999
20190829,20190830,executed,LOW_RISK,0.7
20190830,20190902,executed,883303.TI,0.0994674778927273
20190830,20190902,executed,884199.TI,0.09862080168187666
20190830,20190902,executed,884238.TI,0.09898744817775015
20190830,20190902,executed,LOW_RISK,0.7029242722476459
20190902,20190903,executed,883303.TI,0.10096231591519754
20190902,20190903,executed,884199.TI,0.09949878195363851
20190902,20190903,executed,884238.TI,0.09975502143092653
20190902,20190903,executed,LOW_RISK,0.6997838807002374
20190903,20190904,executed,883303.TI,0.10109253094933043
20190903,20190904,executed,884199.TI,0.09931456754109334
20190903,20190904,executed,884238.TI,0.09902456049336417
20190903,20190904,executed,LOW_RISK,0.700568341016212
20190904,20190905,executed,883303.TI,0.10230580800956011
20190904,20190905,executed,884199.TI,0.09948827456962889
20190904,20190905,executed,884238.TI,0.09939827080111885
20190904,20190905,executed,LOW_RISK,0.6988076466196922
20190905,20190906,executed,883303.TI,0.10250683456874683
20190905,20190906,executed,884199.TI,0.09959128707004582
20190905,20190906,executed,884238.TI,0.09924596277878628
20190905,20190906,executed,LOW_RISK,0.698655915582421
20190906,20190909,executed,883303.TI,0.09999999999999999
20190906,20190909,executed,884028.TI,0.09999999999999999
20190906,20190909,executed,884238.TI,0.09999999999999999
20190906,20190909,executed,LOW_RISK,0.7
20190909,20190910,executed,883303.TI,0.10077570597830336
20190909,20190910,executed,884028.TI,0.10052222161820769
20190909,20190910,executed,884238.TI,0.09959661171485808
20190909,20190910,executed,LOW_RISK,0.6991054606886309
20190910,20190911,executed,883303.TI,0.06
20190910,20190911,executed,884028.TI,0.06
20190910,20190911,executed,885426.TI,0.06
20190910,20190911,executed,885497.TI,0.06
20190910,20190911,executed,885566.TI,0.06
20190910,20190911,executed,LOW_RISK,0.7
20190911,20190912,executed,883303.TI,0.05972451839103907
20190911,20190912,executed,884028.TI,0.05982530380973883
20190911,20190912,executed,885426.TI,0.05936001474819662
20190911,20190912,executed,885497.TI,0.060158789694172835
20190911,20190912,executed,885566.TI,0.059405143377398585
20190911,20190912,executed,LOW_RISK,0.701526229979454
20190912,20190916,executed,883303.TI,0.05995447099883818
20190912,20190916,executed,884028.TI,0.06023798494201018
20190912,20190916,executed,885426.TI,0.06033319969509522
20190912,20190916,executed,885497.TI,0.05985506619818019
20190912,20190916,executed,885566.TI,0.05974560838223561
20190912,20190916,executed,LOW_RISK,0.6998736697836406
20190916,20190917,executed,884028.TI,0.06
20190916,20190917,executed,885426.TI,0.06
20190916,20190917,executed,885497.TI,0.06
20190916,20190917,executed,885566.TI,0.06
20190916,20190917,executed,885615.TI,0.06
20190916,20190917,executed,LOW_RISK,0.7
20190917,20190918,executed,884028.TI,0.05955065650657144
20190917,20190918,executed,885426.TI,0.05868784254934738
20190917,20190918,executed,885497.TI,0.05964619960733794
20190917,20190918,executed,885566.TI,0.05885222576827916
20190917,20190918,executed,885615.TI,0.05944592875441173
20190917,20190918,executed,LOW_RISK,0.7038171468140524
20190918,20190919,executed,884028.TI,0.059523791259477724
20190918,20190919,executed,885426.TI,0.0582108976188808
20190918,20190919,executed,885497.TI,0.059486081946938205
20190918,20190919,executed,885566.TI,0.0590341668102625
20190918,20190919,executed,885615.TI,0.059328289779140536
20190918,20190919,executed,LOW_RISK,0.7044167725853002
20190919,20190920,executed,884028.TI,0.0595529345814609
20190919,20190920,executed,885426.TI,0.05854735460421236
20190919,20190920,executed,885497.TI,0.06088705035995772
20190919,20190920,executed,885566.TI,0.05961293961508342
20190919,20190920,executed,885615.TI,0.059464435847374174
20190919,20190920,executed,LOW_RISK,0.7019352849919114
20190920,20190923,executed,884028.TI,0.05940138355702769
20190920,20190923,executed,885426.TI,0.05872361153429979
20190920,20190923,executed,885497.TI,0.06051827665740518
20190920,20190923,executed,885566.TI,0.05888195164356851
20190920,20190923,executed,885615.TI,0.05941758712096768
20190920,20190923,executed,LOW_RISK,0.7030571894867311
20190923,20190924,executed,885426.TI,0.06
20190923,20190924,executed,885497.TI,0.06
20190923,20190924,executed,885566.TI,0.06
20190923,20190924,executed,885615.TI,0.06
20190923,20190924,executed,885642.TI,0.06
20190923,20190924,executed,LOW_RISK,0.7
20190924,20190925,executed,885426.TI,0.05938839298767175
20190924,20190925,executed,885497.TI,0.060052525546417386
20190924,20190925,executed,885566.TI,0.0597764653114445
20190924,20190925,executed,885615.TI,0.05989066307024441
20190924,20190925,executed,885642.TI,0.059761054778787626
20190924,20190925,executed,LOW_RISK,0.7011308983054343
20190925,20190926,executed,884013.TI,0.06
20190925,20190926,executed,884161.TI,0.06
20190925,20190926,executed,884272.TI,0.06
20190925,20190926,executed,885615.TI,0.06
20190925,20190926,executed,885642.TI,0.06
20190925,20190926,executed,LOW_RISK,0.7
20190926,20190927,executed,884013.TI,0.09999999999999999
20190926,20190927,executed,884272.TI,0.09999999999999999
20190926,20190927,executed,885642.TI,0.09999999999999999
20190926,20190927,executed,LOW_RISK,0.7
20190927,20190930,executed,884013.TI,0.10031754543310936
20190927,20190930,executed,884272.TI,0.10072727422386123
20190927,20190930,executed,885642.TI,0.1001281962030804
20190927,20190930,executed,LOW_RISK,0.698826984139949
20190930,20191008,executed,884013.TI,0.10098677746376625
20190930,20191008,executed,884272.TI,0.09982730922678591
20190930,20191008,executed,885642.TI,0.09968120845946749
20190930,20191008,executed,LOW_RISK,0.6995047048499803
20191008,20191009,executed,884013.TI,0.10065818209081996
20191008,20191009,executed,884272.TI,0.09945901149378689
20191008,20191009,executed,885642.TI,0.09969509321391791
20191008,20191009,executed,LOW_RISK,0.7001877132014753
20191009,20191010,executed,884013.TI,0.10150617911164937
20191009,20191010,executed,884272.TI,0.10049956099185034
20191009,20191010,executed,885642.TI,0.10073166216547479
20191009,20191010,executed,LOW_RISK,0.6972625977310255
20191010,20191011,executed,884013.TI,0.10194134033399847
20191010,20191011,executed,884272.TI,0.10338316895542926
20191010,20191011,executed,885642.TI,0.10179337007123292
20191010,20191011,executed,LOW_RISK,0.6928821206393394
20191011,20191014,executed,884013.TI,0.10204204187605304
20191011,20191014,executed,884272.TI,0.103685249001557
20191011,20191014,executed,885642.TI,0.10195097553395811
20191011,20191014,executed,LOW_RISK,0.6923217335884319
20191014,20191015,executed,884013.TI,0.09999999999999999
20191014,20191015,executed,884244.TI,0.09999999999999999
20191014,20191015,executed,884272.TI,0.09999999999999999
20191014,20191015,executed,LOW_RISK,0.7
20191015,20191016,executed,884013.TI,0.10296870296346933
20191015,20191016,executed,884244.TI,0.09816363314612557
20191015,20191016,executed,884272.TI,0.10010654705165833
20191015,20191016,executed,LOW_RISK,0.6987611168387468
20191016,20191017,executed,883302.TI,0.09999999999999999
20191016,20191017,executed,884244.TI,0.09999999999999999
20191016,20191017,executed,884249.TI,0.09999999999999999
20191016,20191017,executed,LOW_RISK,0.7
20191017,20191018,executed,883302.TI,0.1001263420238363
20191017,20191018,executed,884244.TI,0.1003371683038844
20191017,20191018,executed,884249.TI,0.09998149674993925
20191017,20191018,executed,LOW_RISK,0.69955499292234
20191018,20191021,executed,883302.TI,0.09834772417885357
20191018,20191021,executed,884244.TI,0.10087621638095916
20191018,20191021,executed,884249.TI,0.09930015571612733
20191018,20191021,executed,LOW_RISK,0.7014759037240599
20191021,20191022,executed,883302.TI,0.09914012899846524
20191021,20191022,executed,884244.TI,0.09737681905676449
20191021,20191022,executed,884249.TI,0.10104545125254612
20191021,20191022,executed,LOW_RISK,0.7024376006922242
20191022,20191023,executed,883302.TI,0.09901291788452252
20191022,20191023,executed,884244.TI,0.09739253247028558
20191022,20191023,executed,884249.TI,0.10076503910393472
20191022,20191023,executed,LOW_RISK,0.7028295105412572
20191023,20191024,executed,883302.TI,0.09999999999999999
20191023,20191024,executed,884249.TI,0.09999999999999999
20191023,20191024,executed,885761.TI,0.09999999999999999
20191023,20191024,executed,LOW_RISK,0.7
20191024,20191025,executed,883302.TI,0.09976003502152665
20191024,20191025,executed,884249.TI,0.10072720459792739
20191024,20191025,executed,885761.TI,0.09917562438237587
20191024,20191025,executed,LOW_RISK,0.70033713599817
20191025,20191028,executed,883302.TI,0.10027098660656787
20191025,20191028,executed,884249.TI,0.1007663884409315
20191025,20191028,executed,885761.TI,0.09980852580509868
20191025,20191028,executed,LOW_RISK,0.6991540991474019
20191028,20191029,executed,883302.TI,0.1006596193389129
20191028,20191029,executed,884249.TI,0.0997484962296798
20191028,20191029,executed,885761.TI,0.1013291428287916
20191028,20191029,executed,LOW_RISK,0.6982627416026157
20191029,20191030,executed,883302.TI,0.09996773757820732
20191029,20191030,executed,884249.TI,0.09919815897543863
20191029,20191030,executed,885761.TI,0.10192805761560218
20191029,20191030,executed,LOW_RISK,0.6989060458307519
