signal_date,sector_code,sector_name,target_weight,etf_code,etf_name,index_name,n_obs,corr120,corr60,beta,r2,tracking_error,median_amount20,recent_completeness,semantic_name_overlap,statistical_gate_pass,manual_review_status,automatic_mapping_eligible,point_in_time_backtest_eligible,display_rank
20260828,885835.TI,参股银行,0.09999999999999999,515020.SH,华夏中证银行ETF,中证银行,120,0.739752129077846,0.8009412006233113,1.5472032651545455,0.5472332124752062,0.1165538120585065,150639.1635,1.0,True,False,weak_candidate,False,False,1
20260828,885835.TI,参股银行,0.09999999999999999,515290.SH,天弘中证银行ETF,中证银行,120,0.7372121772805862,0.7914063496100143,1.5829460106941322,0.5434817943307824,0.12068682644353036,89727.1985,1.0,True,False,weak_candidate,False,False,2
20260828,885835.TI,参股银行,0.09999999999999999,516310.SH,易方达中证银行ETF,中证银行,120,0.7355375918352004,0.792326166657418,1.5528304833425224,0.5410155490027262,0.11836126416535538,162450.88400000002,1.0,True,False,weak_candidate,False,False,3
20260828,885835.TI,参股银行,0.09999999999999999,512800.SH,华宝中证银行ETF,中证银行,120,0.7335176154444242,0.7907145809594113,1.5539527018596877,0.5380480921672739,0.11908435050099637,995583.599,1.0,True,False,weak_candidate,False,False,4
20260828,885835.TI,参股银行,0.09999999999999999,512820.SH,汇添富中证银行ETF,中证银行,120,0.72905407349369,0.7920975930916049,1.5028100752892293,0.5315198420777427,0.11561370395998344,110908.5865,1.0,True,False,weak_candidate,False,False,5
