trade_date,top50_return_5d,universe_return_5d,top50_excess_5d,top50_mean_percentile,precision_at_50,random_precision_at_50,ndcg_at_50,random_ndcg_at_50,turnover,rank_ic,month,year
20240102,-0.028470564484890715,-0.04184544057557213,0.013374876090681415,0.5557890786263839,0.02,0.009382623381497467,0.032217865803925334,0.024107087008194156,,0.1035621786062059,202401,2024
20240103,-0.04367615995555101,-0.0453690686047079,0.0016929086491568879,0.5047016885553471,0.02,0.009380863039399626,0.04020832252956017,0.024190118824265167,0.8,0.15226147104389742,202401,2024
20240104,-0.03010962361001873,-0.027200093589951894,-0.002909530020066834,0.48237335834896816,0.0,0.009380863039399626,0.009268570850623976,0.02411507191994997,0.7,0.04902627331910119,202401,2024
20240105,-0.07986997517387116,-0.020441703559788093,-0.05942827161408307,0.2854951237809452,0.0,0.009377344336084021,0.0,0.024106026506626656,0.76,-0.02571881676561499,202401,2024
20240108,-0.11472890485434944,-0.0031070938176338,-0.11162181103671565,0.13305701425356342,0.0,0.009377344336084021,0.0,0.024106026506626656,0.6799999999999999,-0.05613159958708544,202401,2024
20240109,-0.023521656000317907,-0.00783964808041481,-0.015682007919903096,0.384178544636159,0.0,0.009377344336084021,0.006127428496243782,0.024106026506626656,0.6799999999999999,-0.08221649428684838,202401,2024
20240110,-0.03366808514023812,-0.024755565212473993,-0.008912519927764127,0.4441919760029996,0.0,0.009373828271466067,0.002280792322323875,0.024096987876515437,0.86,-0.0787387349558833,202401,2024
20240111,-0.057318018068165236,-0.04479792290190792,-0.012520095166257315,0.400421664167916,0.0,0.009370314842578711,0.004312405348560297,0.024087956021989005,0.86,-0.15234075178618675,202401,2024
20240112,-0.0361284270343367,-0.04292617745695536,0.0067977504226186605,0.47121155288822203,0.02,0.009377344336084021,0.040995947304976244,0.024106026506626656,0.86,-0.03611774215262895,202401,2024
20240115,-0.09265016979812632,-0.09326883274849268,0.000618662950366361,0.4327719429857465,0.0,0.009377344336084021,0.022873694242415775,0.024106026506626656,0.84,-0.14246397246875617,202401,2024
20240116,-0.13868470111789946,-0.08995081447738976,-0.048733886640509705,0.19757780277465323,0.0,0.009373828271466067,0.0009922091189395203,0.024096987876515437,0.7,-0.2788446337493213,202401,2024
20240117,-0.09794195660738157,-0.05399843615191644,-0.04394352045546513,0.2313798275215598,0.0,0.009373828271466067,0.009346204164552339,0.024096987876515437,0.6599999999999999,-0.26937076280061106,202401,2024
20240118,-0.032869075541846295,-0.018117097922980777,-0.014751977618865517,0.40841296608581595,0.0,0.00936855911560802,0.0,0.02408344263318968,0.64,-0.1327059901677393,202401,2024
20240119,-0.020206190081785848,-0.011768949142187008,-0.00843724093959884,0.464140127388535,0.0,0.009366804046459348,0.0,0.024078930935431498,0.6599999999999999,0.02197749987415577,202401,2024
20240122,-0.009743378660313003,0.01393330273363239,-0.023676681393945395,0.3890859711556472,0.0,0.009365049634763064,0.01455345182940121,0.02407442092776425,0.78,-0.000548768306124763,202401,2024
20240123,-0.10439143481254108,-0.02064185970786203,-0.08374957510467905,0.1699513017418992,0.02,0.009365049634763064,0.013668405018453907,0.02407442092776425,0.76,0.05798120343994747,202401,2024
20240124,-0.10592954044548315,-0.07750505839829773,-0.028424482047185423,0.3339400749063671,0.0,0.009363295880149813,0.0,0.024107365792759048,0.42000000000000004,-0.017714871845379856,202401,2024
20240125,-0.13623656334427225,-0.12223274914064734,-0.014003814203624912,0.4123403856955627,0.0,0.009361542782250515,0.011938103504625897,0.024102852150034326,0.4,-0.18251516575963075,202401,2024
20240126,-0.17436248311134492,-0.15608305334080236,-0.01827942977054256,0.39304567577686256,0.02,0.009359790340696368,0.024135020916896434,0.024098340197179585,0.36,-0.3260715110773316,202401,2024
20240129,-0.15633067170961126,-0.19563340024857703,0.03930272853896577,0.6833801235261089,0.0,0.009358038555118848,0.0018825626493817265,0.02409382993324599,0.4,-0.31950997650104235,202401,2024
20240130,-0.04054330412793721,-0.1445047964881445,0.10396149236020727,0.7678046041549691,0.0,0.009358038555118848,0.04110861816409505,0.02409382993324599,0.28,-0.2714165237917813,202401,2024
20240131,-0.04506282878530862,-0.11518102725322756,0.07011819846791893,0.6467514970059881,0.02,0.0093562874251497,0.050345829249225024,0.024089321357285427,0.43999999999999995,-0.2503501172517703,202401,2024
20240201,0.006821698368982627,-0.04724816201202785,0.05406986038101047,0.628561002994012,0.0,0.0093562874251497,0.006142192129954004,0.024089321357285427,0.43999999999999995,-0.2647604163301475,202402,2024
20240202,0.08607374681707607,0.025564246211897235,0.06050950060517883,0.6979999999999998,0.04,0.009354536950420954,0.037952299049578954,0.024084814468350483,0.33999999999999997,-0.21741567712644005,202402,2024
20240205,0.17887467302719348,0.12974664669580332,0.04912802633139016,0.6426122754491017,0.06,0.0093562874251497,0.07898130170527137,0.024089321357285427,0.43999999999999995,-0.2478363027200259,202402,2024
20240206,0.059292755945076304,0.11521536013490977,-0.05592260418983346,0.21595135640785781,0.0,0.009354536950420954,0.01103538660740401,0.024084814468350483,0.56,-0.3522987989900286,202402,2024
20240207,0.06943687234676739,0.16160550169381646,-0.09216862934704907,0.24733632622521515,0.02,0.00935278713056491,0.013882457939690172,0.02408030926549445,0.4,-0.3541615566097136,202402,2024
20240208,0.02826834085260428,0.11781658620673822,-0.08954824535413394,0.20905198204936426,0.0,0.009349289454001496,0.0034772595990473173,0.024071303914235856,0.36,-0.5192760447805876,202402,2024
20240219,0.01727330095537898,0.09648204306934581,-0.07920874211396683,0.1886649214659686,0.0,0.009349289454001496,0.0035878897246220355,0.024071303914235856,0.36,-0.5243966933552403,202402,2024
20240220,0.03228155906429048,0.11286847074954919,-0.08058691168525871,0.19365183246073298,0.0,0.009349289454001496,0.0,0.024071303914235856,0.42000000000000004,-0.5019925714530821,202402,2024
20240221,-0.0049005845933198545,0.027761748976171372,-0.03266233356949123,0.26474943904263276,0.0,0.009349289454001496,0.0009357851283625337,0.024071303914235856,0.76,-0.43346164312650853,202402,2024
20240222,0.01813221314118254,0.04334924003114648,-0.02521702688996394,0.31788893044128647,0.0,0.009349289454001496,0.018155054309536744,0.024071303914235856,0.6799999999999999,-0.2774721790748561,202402,2024
20240223,0.013192872540830871,0.028694224501333417,-0.015501351960502546,0.4078885356274546,0.0,0.009351037965214139,0.0031419495310259166,0.024075805747771337,0.7,0.018772764285230892,202402,2024
20240226,0.03335401476078722,0.015128419740845292,0.018225595019941927,0.6178750467639357,0.0,0.00935278713056491,0.021587957872569043,0.02408030926549445,0.6799999999999999,0.18926027659096564,202402,2024
20240227,0.0014634814463405754,-0.0291286095393178,0.030592090985658373,0.6579764353843277,0.02,0.009351037965214139,0.039830431447109994,0.024075805747771337,0.64,0.328415499098926,202402,2024
20240228,0.0014658599068408384,0.043805181791806286,-0.04233932188496545,0.2648316498316498,0.0,0.00935278713056491,0.0,0.02408030926549445,0.88,-0.3244678846365102,202402,2024
20240229,-0.0364248683266684,-0.003378149365162632,-0.03304671896150577,0.3222278338945006,0.0,0.00935278713056491,0.0,0.02408030926549445,0.76,-0.018710836704506975,202402,2024
20240301,-0.047728799556164256,-0.004250161834516262,-0.04347863772164799,0.24869435091657316,0.0,0.00935278713056491,0.0041944873831854705,0.02408030926549445,0.8200000000000001,-0.009056863713910486,202403,2024
20240304,-0.0038805785988046872,0.014092393219295668,-0.017972971818100356,0.3904826038159372,0.0,0.00935278713056491,0.009229154098508342,0.02408030926549445,0.72,0.042679569894306886,202403,2024
20240305,0.012361361390081744,0.04278854524604943,-0.030427183855967682,0.30160493827160495,0.0,0.00935278713056491,0.0010870640223802123,0.02408030926549445,0.6,-0.011922142795668163,202403,2024
20240306,-0.009630940787396076,0.03258412511138314,-0.042215065898779214,0.19876520112254442,0.0,0.009354536950420954,0.002791674022374895,0.024084814468350483,0.52,-0.1406006190675846,202403,2024
20240307,0.007102148841399951,0.03653876687992932,-0.029436618038529365,0.28100093545369503,0.0,0.009354536950420954,0.009446069735823698,0.024084814468350483,0.62,-0.12319931628044781,202403,2024
20240308,0.05582918991978511,0.04241047365828243,0.013418716261502678,0.5176996446605573,0.04,0.009351037965214139,0.0818859274535107,0.024075805747771337,0.5800000000000001,-0.017683491468046337,202403,2024
20240311,0.06312616485705469,0.04257499011102562,0.02055117474602907,0.5331088664421998,0.06,0.00935278713056491,0.07465607113174691,0.02408030926549445,0.5,-0.04189676323640555,202403,2024
20240312,0.03955842553678298,0.027272490540023078,0.012285934996759902,0.5358694839192221,0.06,0.009349289454001496,0.05624781326687149,0.024071303914235856,0.48,-0.08443612305167382,202403,2024
20240313,0.039089992124299505,0.03808007561914598,0.0010099165051535228,0.5356710280373832,0.0,0.009345794392523364,0.011193662152881909,0.024124610591900315,0.48,-0.07987731454170914,202403,2024
20240314,0.034004053917947724,0.04441740834371343,-0.010413354425765707,0.4593383177570094,0.0,0.009345794392523364,0.0039199799527349895,0.024124610591900315,0.5,-0.11125847079988962,202403,2024
20240315,-0.010012928025700004,0.013734319692862044,-0.02374724771856205,0.33838474481211445,0.0,0.009347541596560104,0.014664772559174123,0.024066803763943417,0.92,-0.004814283258884054,202403,2024
20240318,-0.04912534205210135,-0.030497527284070503,-0.01862781476803085,0.4074551234106209,0.0,0.009349289454001496,0.0,0.024071303914235856,0.86,0.022104284193205894,202403,2024
20240319,-0.046959066971275186,-0.028077972535049005,-0.01888109443622618,0.3982747663551402,0.0,0.009345794392523364,0.0009712395661701659,0.024124610591900315,0.86,0.032138807111239336,202403,2024
20240320,-0.08174419578719742,-0.068061011718,-0.013683184069197427,0.4448757241637077,0.0,0.009344047841524948,0.007495945447846621,0.024120102161589736,0.96,0.0981951658893539,202403,2024
20240321,-0.04749020264403502,-0.047925218664884056,0.0004350160208490342,0.5410652214539339,0.0,0.009344047841524948,0.0038825552024239264,0.024120102161589736,0.78,0.10749882653907519,202403,2024
20240322,-0.028267706212046172,-0.022750088371625173,-0.005517617840420999,0.47913287236030655,0.0,0.009344047841524948,0.0011590865330157725,0.024120102161589736,0.88,0.19556778959870505,202403,2024
20240325,0.025153194620922633,0.023484994607787496,0.001668200013135137,0.5063602391629297,0.02,0.009342301943198805,0.02008591969819334,0.02411559541604385,0.72,0.24957314877278525,202403,2024
20240326,0.041378430453441035,0.02215768685184693,0.019220743601594106,0.6330637025966748,0.02,0.009340556697179151,0.028353541102258586,0.02411109035431845,0.62,0.28894919290121795,202403,2024
20240327,0.04738963397319733,0.046312737237328254,0.0010768967358690748,0.5220765639589168,0.0,0.009337068160597572,0.004984147778496376,0.024102085278555868,0.88,0.271662804269603,202403,2024
20240328,0.029743166301308573,-0.001507278935177842,0.031250445236486415,0.6571153846153845,0.02,0.009335324869305451,0.03319736279461777,0.024097585262633805,0.72,0.21470829229588856,202403,2024
20240329,0.02314640656064493,0.000685341153998354,0.022461065406646576,0.6355750560119493,0.02,0.009335324869305451,0.026898022969224465,0.024097585262633805,0.8200000000000001,0.2364344169460807,202403,2024
20240401,-0.04931429551376008,-0.03845115054808071,-0.010863144965679368,0.44253826054497947,0.0,0.00933184023889511,0.01810459473286266,0.024088590270001247,0.84,0.02314653405921364,202404,2024
20240402,-0.030172520489018844,-0.03568002637258224,0.005507505883563395,0.5238160104497107,0.0,0.009330098899048329,0.025674043445592497,0.02408409529141009,0.76,0.0611926569084111,202404,2024
20240403,-0.04224723336269172,-0.035118586344250996,-0.007128647018440723,0.42088839119074284,0.02,0.00933184023889511,0.02628683728219312,0.024088590270001247,0.84,-0.0078103270828314905,202404,2024
20240408,-0.050208588301609326,-0.0437159565735331,-0.006492631728076223,0.472064913262451,0.0,0.009326618168252192,0.036182069938470535,0.024112416837654665,0.8,-0.041982578820186724,202404,2024
20240409,-0.1794446405146274,-0.11580124173942166,-0.06364339877520575,0.27606490115628496,0.0,0.009324878776575904,0.0,0.024107919930374238,0.9,-0.14706362975074014,202404,2024
20240410,-0.025790687350884044,-0.04769839570941574,0.021907708358531695,0.6303338306602013,0.0,0.009324878776575904,0.003775805013978099,0.024107919930374238,0.98,0.06816420529992386,202404,2024
20240411,-0.07833292035613405,-0.050323251255426964,-0.02800966910070709,0.4090824319283849,0.0,0.009324878776575904,0.0,0.024107919930374238,0.8200000000000001,-0.109536659363808,202404,2024
20240412,-0.013748185975465064,-0.04917954405612907,0.035431358080664006,0.6574351800037307,0.0,0.009326618168252192,0.016556460705844267,0.024112416837654665,0.9,0.0786298399564976,202404,2024
20240415,-0.016533751336067062,-0.023144370155762883,0.00661061881969582,0.5617571348628987,0.0,0.009326618168252192,0.0011130549532193767,0.024112416837654665,0.86,0.10225460044687439,202404,2024
20240416,0.031930763332295366,0.05157970859642334,-0.019648945264127977,0.3869427345644469,0.0,0.009326618168252192,0.0022892416598909193,0.024112416837654665,0.76,-0.01571520098496403,202404,2024
20240417,-0.0035799579107028603,0.01049446260773564,-0.014074420518438501,0.41897574626865675,0.0,0.009328358208955223,0.0,0.024116915422885573,0.84,0.060965698330566066,202404,2024
20240418,-0.008245866491383338,0.015623681981263486,-0.023869548472646822,0.41099085650307887,0.0,0.009330098899048329,0.0,0.02408409529141009,0.88,0.09672647152679606,202404,2024
20240419,0.01519070334137597,0.03721082721950909,-0.022020123878133124,0.36303901437371666,0.0,0.009333582228859437,0.013822613406160941,0.024093086926762493,0.9,0.03002768017733269,202404,2024
20240422,0.03247300493771869,0.0724362145101091,-0.03996320957239042,0.3099701269604182,0.0,0.009335324869305451,0.0,0.024097585262633805,0.74,0.042172676021186156,202404,2024
20240423,0.04237542127059405,0.05744190428042916,-0.01506648300983511,0.40095798319327736,0.0,0.009337068160597572,0.020844131719308497,0.024102085278555868,0.74,0.10432893339106063,202404,2024
20240424,0.04437175929249085,0.06011636428816966,-0.015744604995678813,0.42637415982076177,0.0,0.009335324869305451,0.004076770850046306,0.024097585262633805,0.8200000000000001,0.07414264681532563,202404,2024
20240425,0.0530934986071496,0.06267743889470687,-0.009583940287557269,0.4498617855808741,0.0,0.009338812103100485,0.02745869151637087,0.02410658697547005,0.74,0.01626448772116087,202404,2024
20240426,0.04838272650924079,0.034926646084515,0.013456080424725791,0.5533875794986907,0.0,0.00935278713056491,0.03225538071769733,0.02408030926549445,0.98,0.08133030140335065,202404,2024
20240429,0.01144535874324789,0.020966320572821787,-0.009520961829573897,0.46669915651358956,0.0,0.00937207122774133,0.01561544417635622,0.024092471102780382,0.86,0.000251443942882277,202404,2024
20240430,0.008569978731753301,0.018299467542482746,-0.009729488810729445,0.45373844121532364,0.0,0.009435742592942064,0.0009254971959793449,0.024105177077435994,0.9,0.0051857734272292115,202404,2024
20240506,-0.029423015612403153,-0.020692260111232246,-0.008730755501170907,0.4383370786516854,0.0,0.009363295880149813,0.011180697514045447,0.024107365792759048,0.9,-0.04552409426629583,202405,2024
20240507,-0.037131914627286704,-0.019098280028813027,-0.018033634598473677,0.36088389513108615,0.0,0.009363295880149813,0.007580526268692089,0.024107365792759048,0.78,0.0016655015149459284,202405,2024
20240508,-0.013161813481049715,-0.013772404714616025,0.0006105912335663093,0.5316092169351817,0.0,0.009366804046459348,0.01540974656031555,0.024078930935431498,0.9,0.07105619444142527,202405,2024
20240509,-0.02890632848164895,-0.02222227339842456,-0.006684055083224387,0.44780337078651683,0.0,0.009363295880149813,0.008789820491918442,0.024107365792759048,0.9,0.09808877920840116,202405,2024
20240510,0.008921551024123644,0.0016407959188265726,0.007280755105297071,0.5824424049447462,0.0,0.009365049634763064,0.007609875003989204,0.02407442092776425,0.8200000000000001,0.15515607564512401,202405,2024
20240513,0.03295422300499163,0.021808562506992955,0.011145660497998675,0.612759460472087,0.0,0.009366804046459348,0.014047399889544092,0.024078930935431498,0.76,0.3156913550166463,202405,2024
20240514,0.018613290480215205,0.003414271289567577,0.015199019190647629,0.616251638269987,0.0,0.009361542782250515,0.025045791060982227,0.024102852150034326,0.86,0.19454296052469874,202405,2024
20240515,0.03447500036509992,0.01605171255380884,0.018423287811291083,0.6387832272557096,0.0,0.009359790340696368,0.021037421912717506,0.024098340197179585,0.7,0.17505937158482646,202405,2024
20240516,0.007337322403038697,-0.006728713283349991,0.014066035686388688,0.6058816922500936,0.0,0.009359790340696368,0.02404714353806883,0.024098340197179585,0.74,0.006240407299998269,202405,2024
20240517,-0.04201990813066775,-0.029784088899518727,-0.012235819231149022,0.4195339696799551,0.0,0.009358038555118848,0.0029993861415543955,0.02409382993324599,0.8200000000000001,-0.0754160594920214,202405,2024
20240520,-0.0322549185850158,-0.027455127389688718,-0.004799791195327082,0.4638658924892302,0.0,0.009365049634763064,0.007362692573810743,0.02407442092776425,0.78,-0.006579146796613153,202405,2024
