date,signal_date,gross_return,turnover,cost,net_return,equity,drawdown,sector_target_exposure,mapped_equity_exposure,mapping_coverage,etf_count
20250703,20250702,1.9866891824538154e-05,0.0,0.0,1.9866891824538158e-05,1.1616688158158086,-0.0017588564939917672,0.7001738299802914,0.0,0.0,1
20250704,20250703,0.00013906547997466487,0.0,0.0,0.0001390654799746649,1.1618303638472516,-0.0016200356102397118,0.7003944952517608,0.0,0.0,1
20250707,20250704,4.9659336948559827e-05,1.1102230246251565e-16,2.220446049250313e-19,4.965933694855984e-05,1.161888059572767,-0.0015704567231853428,0.7001849997736903,0.0,0.0,1
20250708,20250707,9.93137420435275e-06,0.0,0.0,9.93137420435275e-06,1.1618995987178702,-0.0015605409457744024,1.0,0.0,0.0,1
20250709,20250708,-9.931275573038523e-05,1.1102230246251565e-16,2.220446049250313e-19,-9.931275573038523e-05,1.1617842072668394,-0.0016596987198830293,1.0,0.0,0.0,1
20250710,20250709,9.9322619733444e-05,0.0,0.0,9.932261973344403e-05,1.1618995987178702,-0.0015605409457744024,0.9999999999999999,0.0,0.0,1
20250711,20250710,8.938148015724677e-05,1.1102230246251565e-16,2.220446049250313e-19,8.938148015724678e-05,1.1620034510237978,-0.0014712989490766049,1.0,0.0,0.0,1
20250714,20250711,-3.972155192089044e-05,0.0,0.0,-3.972155192089044e-05,1.1619572944433856,-0.0015109620587200334,1.0,0.0,0.0,1
20250715,20250714,3.972312978528514e-05,0.0,0.0,3.972312978528514e-05,1.1620034510237978,-0.0014712989490766049,1.0,0.0,0.0,1
20250716,20250715,9.93038798027257e-05,5.551115123125783e-17,1.1102230246251566e-19,9.93038798027257e-05,1.1621188424748286,-0.001372141174967978,0.9999999999999998,0.0,0.0,1
20250717,20250716,5.957641171261407e-05,5.551115123125783e-17,1.1102230246251566e-19,5.9576411712614075e-05,1.1621880773454467,-0.0013126465105030016,0.9999999999999999,0.0,0.0,1
20250718,20250717,8.935929386311157e-05,0.0,0.0,8.935929386311159e-05,1.1622919296513745,-0.001223404513805093,0.9999999999999999,0.0,0.0,1
20250721,20250718,-2.9783769831093203e-05,0.0,0.0,-2.978376983109321e-05,1.1622573122160653,-0.0012531518460376923,0.9999999999999999,0.0,0.0,1
20250722,20250721,-5.9569313860752246e-05,1.1102230246251565e-16,2.220446049250313e-19,-5.956931386075226e-05,1.162188077345447,-0.0013126465105027796,1.0,0.0,0.0,1
20250723,20250722,2.9786431287703863e-05,1.1102230246251565e-16,2.220446049250313e-19,2.9786431287703863e-05,1.1622226947807561,-0.0012828991782701804,0.9999999999999998,0.0,0.0,1
20250724,20250723,0.00012907069102463528,1.1102230246251565e-16,2.220446049250313e-19,0.0001290706910246353,1.1623727036670959,-0.0011539940719291764,1.0,0.0,0.0,1
