variant,period,start,end,override_days,days,total_ret,ann_ret,ann_vol,sharpe,max_drawdown,win_rate,avg_turnover,total_cost,median_position_count,median_holding_sessions,avg_exposure,avg_low_risk_weight
simple_v1,development,20180101,20231231,0,1456,0.13477043993622928,0.022123351082295795,0.11984365822011898,0.2427129422138269,-0.18933701996537633,0.554945054945055,0.0835715070716631,0.24336022859268291,3.0,5.0,0.40241630925324506,0.597583690746755
simple_v1,selection,20240101,20251231,0,485,0.36750667605134657,0.17659571745628777,0.14933947503066675,1.1637490786689721,-0.10009934828140166,0.5505154639175258,0.10382437570920337,0.10070964443792726,5.0,5.0,0.5617566486416696,0.43824335135833026
simple_v1,pre_observation,20180101,20251231,0,1941,0.5518061523985174,0.05870856291059745,0.12791402879551364,0.5100729515004884,-0.18933701996537633,0.5538382277176713,0.08863211566991505,0.3440698730306102,3.0,5.0,0.44223087113031145,0.5577691288696885
sector_strength_candidate,development,20180101,20231231,405,1456,0.1318954359026414,0.021674679751386705,0.1105536841660434,0.24931389868499315,-0.22727832922895086,0.5631868131868132,0.09138562104572719,0.2661149284851576,5.0,5.0,0.40511420429520023,0.5948857957047997
sector_strength_candidate,selection,20240101,20251231,67,485,0.36904303443409514,0.1772823620306232,0.15262558265360882,1.145742435675607,-0.10009934828140221,0.5298969072164949,0.1191654167472002,0.11559045424478419,5.0,5.0,0.5857782626030501,0.4142217373969499
sector_strength_candidate,pre_observation,20180101,20251231,472,1941,0.5496135622302558,0.05851423348940821,0.12249466771074372,0.5254951691483775,-0.22727832922895086,0.5548686244204019,0.09832699194485878,0.3817053827299418,5.0,5.0,0.4502569494159149,0.5497430505840851
