trade_date,top50_return_5d,universe_return_5d,top50_excess_5d,top50_mean_percentile,precision_at_50,random_precision_at_50,ndcg_at_50,random_ndcg_at_50,turnover,rank_ic,month,year
20240102,-0.11630238103324565,-0.04184544057557213,-0.07445694045767352,0.16788703321448675,0.04,0.009382623381497467,0.03703984553655063,0.024107087008194156,,0.09046198539522081,202401,2024
20240103,-0.10661342055224506,-0.0453690686047079,-0.061244351947537155,0.18659287054409007,0.06,0.009380863039399626,0.07238197910280042,0.024190118824265167,0.4,0.14542418808803695,202401,2024
20240104,-0.11721583208388503,-0.027200093589951894,-0.09001573849393313,0.09942589118198875,0.0,0.009380863039399626,0.004891788100710955,0.02411507191994997,0.4,0.03509845427295321,202401,2024
20240105,-0.15387171808531433,-0.020441703559788093,-0.13343001452552625,0.07254313578394599,0.0,0.009377344336084021,0.002840332563057579,0.024106026506626656,0.33999999999999997,-0.016507544969885643,202401,2024
20240108,-0.15343167449595924,-0.0031070938176338,-0.15032458067832544,0.036969242310577646,0.0,0.009377344336084021,0.0,0.024106026506626656,0.31999999999999995,-0.028902512314887403,202401,2024
20240109,-0.04468467220151843,-0.00783964808041481,-0.03684502412110362,0.23389722430607648,0.0,0.009377344336084021,0.0135972387387779,0.024106026506626656,0.26,0.002605316689822829,202401,2024
20240110,-0.08202609436373676,-0.024755565212473993,-0.05727052915126277,0.13986501687289088,0.02,0.009373828271466067,0.03478847371137166,0.024096987876515437,0.30000000000000004,-0.017400687252144977,202401,2024
20240111,-0.036408400345325526,-0.04479792290190792,0.008389522556582395,0.45938905547226383,0.06,0.009370314842578711,0.08973811753025751,0.024087956021989005,0.31999999999999995,-0.06203104163267617,202401,2024
20240112,0.13724428664750743,-0.04292617745695536,0.1801704641044628,0.9752175543885971,0.18,0.009377344336084021,0.4380802213248021,0.024106026506626656,0.4,0.0500461714033071,202401,2024
20240115,0.12790288350919382,-0.09326883274849268,0.2211717162576865,0.9737734433608403,0.18,0.009377344336084021,0.4051462282681894,0.024106026506626656,0.30000000000000004,-0.007289753090693363,202401,2024
20240116,-0.12963215313635604,-0.08995081447738976,-0.03968133865896628,0.25207161604799405,0.0,0.009373828271466067,0.0,0.024096987876515437,1.0,-0.21773729351409546,202401,2024
20240117,-0.10901339323560992,-0.05399843615191644,-0.05501495708369348,0.17552680914885638,0.0,0.009373828271466067,0.0,0.024096987876515437,0.8200000000000001,-0.20269760193237268,202401,2024
20240118,-0.030795276220135573,-0.018117097922980777,-0.012678178297154796,0.41977890200487167,0.0,0.00936855911560802,0.0028756840865296874,0.02408344263318968,0.8,0.05973475977205662,202401,2024
20240119,-0.019623355389384315,-0.011768949142187008,-0.007854406247197307,0.4430835518920944,0.0,0.009366804046459348,0.062288855563895254,0.024078930935431498,0.74,0.21274105129154608,202401,2024
20240122,-0.02893383188830147,0.01393330273363239,-0.04286713462193386,0.3627907847911594,0.0,0.009365049634763064,0.01374375112611734,0.02407442092776425,0.74,0.21307157607569907,202401,2024
20240123,0.031226314682114252,-0.02064185970786203,0.05186817438997628,0.7905394268589623,0.0,0.009365049634763064,0.01600987008689827,0.02407442092776425,0.98,0.3796621731216074,202401,2024
20240124,0.02675886533913739,-0.07750505839829773,0.10426392373743512,0.9095955056179774,0.02,0.009363295880149813,0.14289227272795482,0.024107365792759048,0.54,0.443991008243367,202401,2024
20240125,-0.041904684187454105,-0.12223274914064734,0.08032806495319324,0.7922430256506271,0.02,0.009361542782250515,0.1303775299480945,0.024102852150034326,0.54,0.3892984209486644,202401,2024
20240126,-0.07153607364780115,-0.15608305334080236,0.0845469796930012,0.7648202920254586,0.02,0.009359790340696368,0.11530985983860026,0.024098340197179585,0.4,0.2780459975440094,202401,2024
20240129,-0.10556285496537107,-0.19563340024857703,0.09007054528320596,0.7653322103687067,0.06,0.009358038555118848,0.09571927029419158,0.02409382993324599,0.76,0.32641130149818215,202401,2024
20240130,0.013117477575463866,-0.1445047964881445,0.15762227406360835,0.8940482874789443,0.0,0.009358038555118848,0.06293748229247553,0.02409382993324599,0.98,0.414309958445524,202401,2024
20240131,0.05241473859321639,-0.11518102725322756,0.16759576584644395,0.8629004491017964,0.0,0.0093562874251497,0.023177296689452384,0.024089321357285427,0.33999999999999997,0.45674314206184935,202401,2024
20240201,0.0656852426886299,-0.04724816201202785,0.11293340470065774,0.8119348802395211,0.0,0.0093562874251497,0.02114513576473907,0.024089321357285427,0.19999999999999996,0.43622473569792347,202402,2024
20240202,0.08059657074791145,0.025564246211897235,0.05503232453601421,0.6779532273152479,0.0,0.009354536950420954,0.0036840896511480935,0.024084814468350483,0.12,0.3166515016850685,202402,2024
20240205,0.11041089381419715,0.12974664669580332,-0.019335752881606175,0.4074214071856288,0.0,0.0093562874251497,0.0,0.024089321357285427,0.18000000000000005,-0.1507951909249842,202402,2024
20240206,0.05366401478814807,0.11521536013490977,-0.061551345346761696,0.21162020579981292,0.0,0.009354536950420954,0.0,0.024084814468350483,0.54,-0.44353965296477676,202402,2024
20240207,0.02685533305448059,0.16160550169381646,-0.13475016863933587,0.14372053872053875,0.0,0.00935278713056491,0.0,0.02408030926549445,0.16000000000000003,-0.7232332676511197,202402,2024
20240208,0.015448930857939474,0.11781658620673822,-0.10236765534879876,0.1768979057591623,0.0,0.009349289454001496,0.0,0.024071303914235856,0.24,-0.7315213525097919,202402,2024
20240219,0.011361161193036564,0.09648204306934581,-0.08512088187630924,0.16913612565445024,0.0,0.009349289454001496,0.0,0.024071303914235856,0.18000000000000005,-0.6988368362513272,202402,2024
20240220,0.021098092320690164,0.11286847074954919,-0.09177037842885902,0.15294689603590125,0.0,0.009349289454001496,0.0,0.024071303914235856,0.19999999999999996,-0.6724800823060756,202402,2024
20240221,-0.0005237828558484093,0.027761748976171372,-0.028285531832019782,0.2979543754674645,0.0,0.009349289454001496,0.0025567829300034315,0.024071303914235856,0.19999999999999996,-0.3368293413238292,202402,2024
20240222,0.016024712384990678,0.04334924003114648,-0.0273245276461558,0.32318623784592376,0.0,0.009349289454001496,0.0010639949269565811,0.024071303914235856,0.16000000000000003,-0.2054471560072458,202402,2024
20240223,0.022386152758753778,0.028694224501333417,-0.006308071742579639,0.4847503272863288,0.0,0.009351037965214139,0.010720001241389799,0.024075805747771337,0.09999999999999998,0.06064876940524659,202402,2024
20240226,0.02030341015055132,0.015128419740845292,0.005174990409706027,0.5823026561915451,0.0,0.00935278713056491,0.0025464356581574813,0.02408030926549445,0.09999999999999998,0.28774090909564504,202402,2024
20240227,0.002058470049752701,-0.0291286095393178,0.0311870795890705,0.7053787170375911,0.0,0.009351037965214139,0.01731632751008687,0.024075805747771337,0.09999999999999998,0.47189472001336324,202402,2024
20240228,0.015544530814564523,0.043805181791806286,-0.028260650977241765,0.34326786382341934,0.0,0.00935278713056491,0.0,0.02408030926549445,0.98,-0.20708187971299724,202402,2024
20240229,-0.00030269961401262256,-0.003378149365162632,0.0030754497511500094,0.530695847362514,0.0,0.00935278713056491,0.016395547285774113,0.02408030926549445,0.76,0.02607372336366019,202402,2024
20240301,-0.005700551369619329,-0.004250161834516262,-0.0014503895351030667,0.5268443696221474,0.0,0.00935278713056491,0.013757914231115057,0.02408030926549445,0.72,0.03760753920548188,202403,2024
20240304,0.007678269013006396,0.014092393219295668,-0.006414124206289272,0.4700673400673401,0.0,0.00935278713056491,0.006518425314888577,0.02408030926549445,0.6,0.04128648132761876,202403,2024
20240305,0.04572775309525673,0.04278854524604943,0.002939207849207301,0.512566404788627,0.0,0.00935278713056491,0.028478456808522366,0.02408030926549445,0.6799999999999999,-0.03800090528806215,202403,2024
20240306,0.02546396573895422,0.03258412511138314,-0.0071201593724289185,0.45692797006548175,0.0,0.009354536950420954,0.004633345776402876,0.024084814468350483,0.8,-0.08020287033609735,202403,2024
20240307,0.03633750730755472,0.03653876687992932,-0.0002012595723745944,0.4965406922357344,0.0,0.009354536950420954,0.00967178241133549,0.024084814468350483,0.7,-0.023453571796587882,202403,2024
20240308,0.05702729428568507,0.04241047365828243,0.01461682062740264,0.569126613054049,0.0,0.009351037965214139,0.03972115087364345,0.024075805747771337,0.62,-0.07879078634155633,202403,2024
20240311,0.035217081448920246,0.04257499011102562,-0.007357908662105374,0.4203759820426487,0.02,0.00935278713056491,0.03437770969580608,0.02408030926549445,0.62,-0.19485287958108025,202403,2024
