month,top50_excess_5d,top50_return_5d,ndcg_at_50,precision_at_50,rank_ic,turnover
202401,0.00854714189186493,-0.0525090165666032,0.05608506603749696,0.012727272727272728,0.1868805409937309,0.5895238095238095
202402,-0.02967957855743309,0.02620593803502388,0.008088372581200844,0.0026666666666666666,-0.24914193853537145,0.5573333333333333
202403,0.006606010023820734,0.01727577616331351,0.020193818223119313,0.006666666666666667,-0.0018190348536904128,0.6495238095238095
202404,-0.01742985300489181,-0.017296827313713688,0.010304113698804684,0.003,-0.08685838976683957,0.43899999999999995
202405,-0.003275849543619141,-0.023288305752339457,0.007038203044765129,0.002,0.08116797714145765,0.6950000000000001
202406,-0.006782341893417844,-0.01817346596118728,0.005994459374683885,0.0010526315789473684,0.0021072667258127,0.7294736842105263
202407,-0.011111253962110471,-0.01084905545876112,0.008290215641822108,0.004347826086956522,0.08706685602076583,0.6
202408,0.00831028608221328,0.0009203551072246724,0.029067388516825134,0.011818181818181818,0.14920209545716795,0.6663636363636364
202409,-0.011429785452398153,0.054215722876661834,0.022871259482116314,0.006315789473684211,0.003813674825638932,0.771578947368421
202410,0.02372067699442463,0.05377616271938677,0.02817855239452097,0.012222222222222223,0.1014984928490561,0.7422222222222222
202411,0.05912795831053467,0.07532926432713119,0.11751362135624152,0.056190476190476187,0.20462522768258612,0.44761904761904764
202412,-0.032765339767547114,-0.05820061709024757,0.013086804373068873,0.005454545454545454,0.08346693062304081,0.6172727272727273
202501,-0.0026570925754719277,0.017777003859768322,0.009584235715583669,0.0022222222222222222,0.034938401385058084,0.6877777777777778
202502,0.016315843797793605,0.03368928957572178,0.052245230969426244,0.024444444444444446,0.013173945541426497,0.7044444444444444
202503,0.011589143919962215,-0.0018885627507761308,0.04281330016525962,0.015238095238095238,0.16629219637628412,0.6171428571428572
202504,0.00950362790325012,0.025238701332754965,0.02796046302900414,0.014285714285714285,0.10599273247911833,0.7438095238095238
202505,0.010456313503476419,0.019698692706971638,0.018270554823751572,0.009473684210526315,0.17945291183120787,0.6336842105263157
202506,0.008247036289064306,0.018961157965558636,0.01785385730339587,0.004,0.13749700393638514,0.638
202507,0.006351065792777786,0.021935200313324722,0.015031687144283781,0.004347826086956522,0.15230850173821767,0.7478260869565218
202508,-0.009371272832791759,0.002169233013428375,0.010837259068422147,0.002857142857142857,0.034401102004919935,0.7609523809523809
202509,-0.012753888279055553,-0.007747295698194375,0.022351967722497982,0.007272727272727273,0.014118486896043315,0.620909090909091
202510,-0.007691675120348594,-0.0004193358759690853,0.013234825283330975,0.0035294117647058825,0.041366504827064554,0.7058823529411765
202511,0.002642600711169383,-0.0014085868962704243,0.010224319208055388,0.003,0.09370254138907821,0.747
202512,-0.0020264530584993543,0.010175037829106493,0.013259078464500116,0.002608695652173913,0.012083502453690265,0.7730434782608696
