year,total_ret,max_drawdown
2018,-0.17353310181968074,-0.18976877558793837
2019,0.02072015045037512,-0.1327464612491862
2020,0.19203996612074214,-0.08963042466940507
2021,0.22419161635174656,-0.11855265027045903
2022,-0.08683247356186885,-0.13450228633074757
2023,0.02303287251116526,-0.051201949896222176
2024,0.13325619987800486,-0.10362783204232207
2025,0.1262867123004987,-0.0885898202201717
