period,days,total_ret,ann_ret,ann_vol,sharpe,max_drawdown,win_rate,avg_turnover,total_cost,median_position_count,median_holding_sessions,avg_exposure,avg_low_risk_weight,annualized_turnover,trade_day_ratio,completed_position_exit_count,completed_position_holding_sessions_p25,completed_position_holding_sessions_p50,completed_position_holding_sessions_p75,completed_position_holding_sessions_le_5_ratio
development,1456,0.23012362804302078,0.03649701257143012,0.11669485541561966,0.36584468991918506,-0.17071664528945285,0.5570054945054945,0.08186999579780613,0.23840542776321144,3.0,5.0,0.4931505561145611,0.5068494438854388,20.631238941047144,0.6085164835164835,795,5.0,5.0,6.0,0.7358490566037735
selection,485,0.35572840440636777,0.17131929469487361,0.1449271491054705,1.1635307672392665,-0.09580997435810801,0.5567010309278351,0.09470425058244347,0.09186312306497019,5.0,5.0,0.5981628650604485,0.4018371349395514,23.865471146775754,0.511340206185567,271,5.0,5.0,7.0,0.6715867158671587
full,1941,0.6677135434693302,0.06865623793881293,0.12439888070834748,0.5961446224055961,-0.17071664528945285,0.5569294178258629,0.08507690644723895,0.33026855082818163,3.0,5.0,0.5193901078089225,0.48060989219107747,21.439380424704215,0.5842349304482226,1066,5.0,5.0,6.0,0.7195121951219512
