year,total_ret
2018,-0.13725347838261404
2019,0.0824333968183455
2020,0.08358247998988233
2021,0.2444210926680952
2022,-0.027915235602472444
2023,0.004918602104029501
2024,0.15408491599143415
2025,0.1747215353228222
