period,days,total_ret,ann_ret,ann_vol,sharpe,max_drawdown,win_rate,avg_turnover,total_cost,median_position_count,median_holding_sessions,avg_exposure,avg_low_risk_weight,annualized_turnover,trade_day_ratio,completed_position_exit_count,completed_position_holding_sessions_p25,completed_position_holding_sessions_p50,completed_position_holding_sessions_p75,completed_position_holding_sessions_le_5_ratio
development,1456,-0.07494023977213793,-0.013391685045371138,0.11381035350127303,-0.061181060124037887,-0.19062905673172803,0.5570054945054945,0.052217749933115565,0.2280871317078488,3.0,10.0,0.39426477299977375,0.6057352270002263,13.158872983145123,0.28846153846153844,538,9.0,10.0,10.0,0.16356877323420074
selection,485,0.06782954670051944,0.03468761827342082,0.08707870294221941,0.4347951735074685,-0.0817732956069761,0.5670103092783505,0.03805615306704321,0.05537170271254788,3.0,10.0,0.27920995665986004,0.7207900433401399,9.590150572894888,0.24948453608247423,177,10.0,10.0,10.0,0.15254237288135594
full,1941,-0.01219385556499164,-0.0015915915595647867,0.10776111852200405,0.03932121406510624,-0.2065651447932052,0.5595054095826894,0.04867917472443701,0.28345883442039665,3.0,10.0,0.36551588792771905,0.6344841120722808,12.267152030558126,0.2787223080886141,715,10.0,10.0,10.0,0.16083916083916083
