period,days,total_ret,ann_ret,ann_vol,sharpe,max_drawdown,win_rate,avg_turnover,total_cost,median_position_count,median_holding_sessions,avg_exposure,avg_low_risk_weight,annualized_turnover,trade_day_ratio,completed_position_exit_count,completed_position_holding_sessions_p25,completed_position_holding_sessions_p50,completed_position_holding_sessions_p75,completed_position_holding_sessions_le_5_ratio
development,1456,0.10272894641775054,0.017068877169277075,0.12299616444494056,0.1994319775152304,-0.1919875351158511,0.554945054945055,0.05716825447395139,0.16647395702814646,3.0,10.0,0.4490776506608686,0.5509223493391314,14.406400127435749,0.31112637362637363,564,10.0,10.0,10.0,0.15425531914893617
selection,485,0.40485221549165273,0.19318299305593767,0.13991820477016537,1.3324853688016451,-0.07919812650056601,0.5690721649484536,0.06710574797209902,0.06509257553293606,5.0,10.0,0.5660362686486753,0.4339637313513246,16.910648488968953,0.2536082474226804,179,10.0,10.0,10.0,0.07262569832402235
full,1941,0.5491712034617526,0.05847499819774593,0.1275117391389581,0.5096465074345482,-0.1919875351158511,0.5584750128799588,0.05965134790342157,0.2315665325610825,3.0,10.0,0.4783022409360289,0.5216977590639711,15.032139671662234,0.29675425038639874,743,10.0,10.0,10.0,0.13458950201884254
