variant,retrain_months,return_2024,return_2025,days,total_ret,ann_ret,ann_vol,sharpe,max_drawdown,win_rate,avg_turnover,total_cost,median_position_count,median_holding_sessions,avg_exposure,avg_low_risk_weight
annual_expanding,12,0.1494452084874518,0.12134500082501054,485,0.28892463825966397,0.1409664089374436,0.1429313250382266,0.9940904570330403,-0.109766631168842,0.5319587628865979,0.10393202726655061,0.10081406644855408,5.0,5.0,0.545781900724847,0.4542180992751529
quarterly_expanding,3,0.2411368171893069,0.10181783113018628,485,0.36750667605134657,0.17659571745628777,0.14933947503066683,1.1637490786689717,-0.10009934828140166,0.5505154639175258,0.10382437570920337,0.10070964443792726,5.0,5.0,0.5617566486416696,0.4382433513583303
