year,days,total_return,market_contribution,selection_contribution,low_risk_contribution,cost_contribution,average_held_exposure,average_turnover,total_nominal_cost,cash_day_share,defensive_day_share,neutral_day_share,risk_on_day_share
2018,242,-0.1272543048224013,-0.1934213174091266,0.06993955708194974,0.024420771600607974,-0.02819331609583179,0.224835185894436,0.06159953917594514,0.029814176961157453,0.2975206611570248,0.6446280991735537,0.03305785123966942,0.02066115702479339
2022,242,-0.078687716116988,-0.08506208578147817,0.018920155448284716,0.011441366000322441,-0.023987151784117616,0.25007642551733783,0.053049697533903414,0.02567605360640925,0.24380165289256198,0.3760330578512397,0.1115702479338843,0.26859504132231404
