year,days,total_ret,ann_ret,ann_vol,sharpe,max_drawdown,win_rate
2018,242,-0.11791858189736604,-0.12248011688287064,0.13060870579805112,-0.9346969826314698,-0.17016921987412814,0.5289256198347108
2019,244,0.044338577145245806,0.04582511997308836,0.08630457895248497,0.5623990837692547,-0.11765564414468566,0.5368852459016393
2020,243,0.07218374990322429,0.0749550467490614,0.11116359833054021,0.7068516431031028,-0.09058408993126599,0.6090534979423868
2021,243,0.08591997391755224,0.08924021358904222,0.1521636051534826,0.6381520155313648,-0.15318005242014499,0.5596707818930041
2022,242,0.001234962292530506,0.0012860265923761993,0.05777077589454527,0.051167445340845615,-0.05527412949553967,0.5702479338842975
2023,242,-0.06194219364096487,-0.06441755374806124,0.08000930899781916,-0.7920710354084846,-0.11244127944336069,0.5082644628099173
2024,242,0.14024886150313565,0.14644969898701277,0.10577564860384044,1.3447346336889228,-0.055220720097071796,0.5247933884297521
2025,243,0.16648007252794694,0.1731519366492289,0.1357518725165741,1.2444942076120418,-0.07829097192561085,0.5349794238683128
