period,variant,training_years,half_life_years,retrain_months,days,total_ret,ann_ret,ann_vol,sharpe,max_drawdown,win_rate,avg_turnover,total_cost,median_position_count,median_holding_sessions
selection,expanding,,,12,484,0.2562508272607953,0.12612140273217642,0.1468331902789474,0.8823814505686821,-0.10123271162580905,0.5289256198347108,0.08496785536086837,0.08224888398932059,4.0,7.0
selection,recent_5y,5.0,,12,484,0.12374264875586971,0.06262558403196428,0.1458102792379237,0.4894316950353622,-0.13125039359917223,0.5557851239669421,0.08276138471460844,0.08011302040374096,4.0,7.0
selection,recent_5y_weighted,5.0,2.0,12,484,0.16693284546016618,0.08369776363020542,0.1525552535507739,0.6027650650573735,-0.14735664769307477,0.5413223140495868,0.0839579706352594,0.08127131557493109,4.0,7.0
selection,expanding_quarterly,,,3,484,0.2295503056841759,0.11359536203884857,0.14505661625777713,0.8142368548762208,-0.10089243361270905,0.5351239669421488,0.08777133554142866,0.08496265280410295,4.0,7.0
observation,expanding,,,12,95,0.007878510070984612,0.021035071592509613,0.13430464487048568,0.22250947340262162,-0.08283857834291308,0.5578947368421052,0.0935123555580681,0.017767347556032938,5.0,7.0
