month,top50_excess_5d,top50_return_5d,ndcg_at_50,precision_at_50,rank_ic,turnover
202401,-0.015467966218673029,-0.07652412467714115,0.008559389845296216,0.004545454545454546,-0.1084755583193875,0.7076190476190476
202402,-0.022530894050439187,0.033354622542017785,0.007978727918424468,0.0013333333333333333,-0.24524719498387898,0.644
202403,-0.007480193035399089,0.0031895731040936896,0.011453002169062695,0.006666666666666667,0.059433534115794655,0.8276190476190476
202404,-0.011052218652083851,-0.010919192960905726,0.008927988055866327,0.004,0.025454310537127166,0.8400000000000001
202405,-0.0034956293067926443,-0.02350808551551296,0.00915203522751976,0.001,0.05006355599488079,0.8089999999999999
202406,0.004484348097585059,-0.006906775970184375,0.009166373154652623,0.003157894736842105,0.0877394308606103,0.8547368421052632
202407,0.008754972429002045,0.009017170932351399,0.01905876193409576,0.006956521739130435,0.1264463199556501,0.8104347826086957
202408,0.007176402272957194,-0.00021352870203141447,0.015948700700105647,0.004545454545454546,0.15635322026385579,0.7381818181818182
202409,0.00979339470602318,0.07543890303508317,0.014204381508141573,0.00631578947368421,0.04521647897723282,0.72
202410,0.010798392782729545,0.040853878507691684,0.01722823994029472,0.008888888888888889,0.1049291221406114,0.8266666666666667
202411,0.023908373137180146,0.04010967915377666,0.028498786398708138,0.009523809523809525,0.24754629306082132,0.7723809523809523
202412,-0.019912562075765985,-0.04534783939846644,0.013527404103484903,0.002727272727272727,0.058988343403475786,0.6799999999999999
202501,0.016357955268509385,0.036792051703749634,0.015184996264952042,0.003333333333333333,0.14796850085546792,0.6977777777777778
202502,-0.0009711123301333019,0.01640233344779487,0.007789621065549852,0.0022222222222222222,0.07652760991179172,0.7788888888888889
202503,0.008142154330620412,-0.005335552340117934,0.012789931540110726,0.002857142857142857,0.14686720018933605,0.7980952380952382
202504,0.014061298945326215,0.029796372374831057,0.019227239620016327,0.005714285714285714,0.183324681908229,0.7009523809523809
202505,0.008666147470586633,0.017908526674081854,0.013748078499531661,0.004210526315789474,0.1737206103607591,0.7263157894736842
202506,0.008413279984599268,0.019127401661093595,0.02063191407662591,0.01,0.1584226962546555,0.755
202507,0.006418039367453028,0.022002173887999965,0.0170909053595299,0.006086956521739131,0.14334663282659027,0.788695652173913
202508,-0.009254478305014744,0.00228602754120539,0.006515032029636333,0.0019047619047619048,0.023059641443448867,0.821904761904762
202509,-0.0005732906346673978,0.00443330194619378,0.008596750232751941,0.0018181818181818182,0.06500437276226563,0.8172727272727273
202510,0.004998807195108626,0.012271146439488137,0.010672168229677136,0.003529411764705882,0.15961628730089492,0.8917647058823529
202511,0.003543234469574101,-0.0005079531378657063,0.011185260578574016,0.0,0.0963494963117125,0.784
202512,-0.0045235152847203095,0.007677975602885538,0.009000924409476032,0.004347826086956522,0.005379565271732198,0.8243478260869566
