period,layer,month,gross_ret,net_ret,total_cost
development,raw_top5_gross,202006,0.08126733965001676,0.08126733965001676,0.0
development,raw_top5_gross,202007,0.12871578217442492,0.12871578217442492,0.0
development,raw_top5_gross,202008,0.009235911815634879,0.009235911815634879,0.0
development,raw_top5_gross,202009,-0.03699951897358578,-0.03699951897358578,0.0
development,raw_top5_gross,202010,0.0405982577326498,0.0405982577326498,0.0
development,raw_top5_gross,202011,0.07780792185803675,0.07780792185803675,0.0
development,raw_top5_gross,202012,-0.027554496295068898,-0.027554496295068898,0.0
development,raw_top5_gross,202101,-0.04439455550697036,-0.04439455550697036,0.0
development,raw_top5_gross,202102,0.01876990134057599,0.01876990134057599,0.0
development,raw_top5_gross,202103,-0.03018570904578377,-0.03018570904578377,0.0
development,raw_top5_gross,202104,0.03809266146008228,0.03809266146008228,0.0
development,raw_top5_gross,202105,0.06429076374189391,0.06429076374189391,0.0
development,raw_top5_gross,202106,-0.008097471762131603,-0.008097471762131603,0.0
development,raw_top5_gross,202107,0.05606365643044642,0.05606365643044642,0.0
development,raw_top5_gross,202108,0.11552932684017803,0.11552932684017803,0.0
development,raw_top5_gross,202109,-0.03688392734019208,-0.03688392734019208,0.0
development,raw_top5_gross,202110,-0.06007155000226905,-0.06007155000226905,0.0
development,raw_top5_gross,202111,0.11718142693324118,0.11718142693324118,0.0
development,raw_top5_gross,202112,0.010547158272294022,0.010547158272294022,0.0
development,raw_top5_gross,202201,-0.09287893534847069,-0.09287893534847069,0.0
development,raw_top5_gross,202202,0.06572530338367177,0.06572530338367177,0.0
development,raw_top5_gross,202203,-0.027005056569988417,-0.027005056569988417,0.0
development,raw_top5_gross,202204,-0.1884294422214916,-0.1884294422214916,0.0
development,raw_top5_gross,202205,0.1612855725369009,0.1612855725369009,0.0
development,raw_top5_gross,202206,0.05072120860360574,0.05072120860360574,0.0
development,raw_top5_gross,202207,0.0484352198205229,0.0484352198205229,0.0
development,raw_top5_gross,202208,0.08772069489696377,0.08772069489696377,0.0
development,raw_top5_gross,202209,-0.10369702210379839,-0.10369702210379839,0.0
development,raw_top5_gross,202210,-0.003928680743118029,-0.003928680743118029,0.0
development,raw_top5_gross,202211,0.09743077112436715,0.09743077112436715,0.0
development,raw_top5_gross,202212,-0.07393714927829176,-0.07393714927829176,0.0
development,raw_top5_gross,202301,0.10157951399519205,0.10157951399519205,0.0
development,raw_top5_gross,202302,0.023273704415796015,0.023273704415796015,0.0
development,raw_top5_gross,202303,0.010046365382105904,0.010046365382105904,0.0
development,raw_top5_gross,202304,-0.027282013965680307,-0.027282013965680307,0.0
development,raw_top5_gross,202305,0.02897483257296818,0.02897483257296818,0.0
development,raw_top5_gross,202306,0.024925175988843362,0.024925175988843362,0.0
development,raw_top5_gross,202307,0.055821264036592044,0.055821264036592044,0.0
development,raw_top5_gross,202308,-0.016057996072047942,-0.016057996072047942,0.0
development,raw_top5_gross,202309,-0.011619467390014071,-0.011619467390014071,0.0
development,raw_top5_gross,202310,-0.05008585904075613,-0.05008585904075613,0.0
development,raw_top5_gross,202311,0.02986057948912557,0.02986057948912557,0.0
development,raw_top5_gross,202312,-0.026875375751207242,-0.026875375751207242,0.0
selection,raw_top5_gross,202401,-0.1445154148565322,-0.1445154148565322,0.0
selection,raw_top5_gross,202402,0.028063708324590708,0.028063708324590708,0.0
selection,raw_top5_gross,202403,0.10947616226421286,0.10947616226421286,0.0
selection,raw_top5_gross,202404,0.053857136387628346,0.053857136387628346,0.0
selection,raw_top5_gross,202405,-0.02387301177789347,-0.02387301177789347,0.0
selection,raw_top5_gross,202406,-0.07007775700778585,-0.07007775700778585,0.0
selection,raw_top5_gross,202407,-0.03374231593917054,-0.03374231593917054,0.0
selection,raw_top5_gross,202408,0.005324459658208047,0.005324459658208047,0.0
selection,raw_top5_gross,202409,0.2063660038129138,0.2063660038129138,0.0
selection,raw_top5_gross,202410,0.09894434065237712,0.09894434065237712,0.0
selection,raw_top5_gross,202411,0.07235497902145394,0.07235497902145394,0.0
selection,raw_top5_gross,202412,0.027115385083273713,0.027115385083273713,0.0
selection,raw_top5_gross,202501,0.06462320896146134,0.06462320896146134,0.0
selection,raw_top5_gross,202502,0.11779828724187436,0.11779828724187436,0.0
selection,raw_top5_gross,202503,0.013584275588378825,0.013584275588378825,0.0
selection,raw_top5_gross,202504,0.10038392081039138,0.10038392081039138,0.0
selection,raw_top5_gross,202505,0.09694459925712473,0.09694459925712473,0.0
selection,raw_top5_gross,202506,0.03229920058123792,0.03229920058123792,0.0
selection,raw_top5_gross,202507,0.04702680351132016,0.04702680351132016,0.0
selection,raw_top5_gross,202508,0.06227116917791253,0.06227116917791253,0.0
selection,raw_top5_gross,202509,-0.031174901312760794,-0.031174901312760794,0.0
selection,raw_top5_gross,202510,0.019195133608247206,0.019195133608247206,0.0
selection,raw_top5_gross,202511,-0.01189070858751684,-0.01189070858751684,0.0
selection,raw_top5_gross,202512,0.05101451523797862,0.05101451523797862,0.0
observation,raw_top5_gross,202601,0.06620718939120596,0.06620718939120596,0.0
observation,raw_top5_gross,202602,-0.007796142285300123,-0.007796142285300123,0.0
observation,raw_top5_gross,202603,0.01612496078943204,0.01612496078943204,0.0
observation,raw_top5_gross,202604,0.0675638100742646,0.0675638100742646,0.0
observation,raw_top5_gross,202605,-0.029936942470873973,-0.029936942470873973,0.0
observation,raw_top5_gross,202606,-0.11509539990403783,-0.11509539990403783,0.0
observation,raw_top5_gross,202607,-0.0568415212432507,-0.0568415212432507,0.0
observation,raw_top5_gross,202608,0.027474804087036286,0.027474804087036286,0.0
development,raw_top5_20bp,201801,0.0021074888697878436,-0.025998498334365627,0.028425817781338118
development,raw_top5_20bp,201802,-0.023163012091655166,-0.03837994940185763,0.015691246071730704
development,raw_top5_20bp,201803,0.03292078611789173,0.0035016527758773286,0.028873759576744727
development,raw_top5_20bp,201804,0.03790018019869401,0.015228475750060477,0.02207119916102832
development,raw_top5_20bp,201805,0.009980767291794868,-0.016038551444731652,0.026082395807552786
development,raw_top5_20bp,201806,-0.11943064316827345,-0.14040994552578334,0.024096502887811136
development,raw_top5_20bp,201807,0.08494529454433453,0.05364876059302515,0.02924914125111691
development,raw_top5_20bp,201808,-0.08951064294591304,-0.11478781050315856,0.028136277459862153
development,raw_top5_20bp,201809,-0.008642669440230955,-0.03301494541119665,0.02487462621059512
development,raw_top5_20bp,201810,-0.12459430448141318,-0.142347751993402,0.02047543205151217
development,raw_top5_20bp,201811,-0.021938776191734344,-0.04863382515268122,0.0276538831878154
development,raw_top5_20bp,201812,0.005121611417018279,-0.021501571132872876,0.02682466963850432
development,raw_top5_20bp,201901,0.04936785449013903,0.01830016479395713,0.03003066612365804
development,raw_top5_20bp,201902,0.18068378406594054,0.15355695318503804,0.023224801952554462
development,raw_top5_20bp,201903,0.13932689645384877,0.10691749925833283,0.028837329794611656
development,raw_top5_20bp,201904,-0.001031454545553756,-0.026342082746570128,0.025645445889084743
development,raw_top5_20bp,201905,-0.021288703484608873,-0.04648126898757876,0.026059062239622947
development,raw_top5_20bp,201906,0.062228212745848444,0.03367008095523927,0.027232435289151213
development,raw_top5_20bp,201907,-0.0132330930236908,-0.04778899569831219,0.035618574299990845
development,raw_top5_20bp,201908,-0.005319475820265374,-0.03864456206200351,0.0340493870736438
development,raw_top5_20bp,201909,-0.010626092482749816,-0.03953492770018985,0.0296311303000159
development,raw_top5_20bp,201910,0.015252184204214592,-0.012033302389574119,0.027221676026728578
development,raw_top5_20bp,201911,-0.01757790520901803,-0.044367579074745644,0.02762805793569323
development,raw_top5_20bp,201912,0.06805134976617233,0.03934749841288765,0.02722458332608051
development,raw_top5_20bp,202001,0.06138304473155687,0.03493269997351023,0.025215970394967403
development,raw_top5_20bp,202002,0.036227043037980744,0.004331894676333103,0.031238211887719653
development,raw_top5_20bp,202003,-0.07471954634303457,-0.10642282797066716,0.034835545920640816
development,raw_top5_20bp,202004,0.05942514607257077,0.030074944024810035,0.02807431411829774
development,raw_top5_20bp,202005,0.05036155855809499,0.024180263176114103,0.025222729168495862
development,raw_top5_20bp,202006,0.08126733965001676,0.05471134136487277,0.02485030677633936
development,raw_top5_20bp,202007,0.12871578217442492,0.1045001377558541,0.02167603460780118
development,raw_top5_20bp,202008,0.009235911815634879,-0.004456200635806207,0.013653890412890361
development,raw_top5_20bp,202009,-0.03699951897358578,-0.06627252154857977,0.03084609989540964
development,raw_top5_20bp,202010,0.0405982577326498,0.021163849885794894,0.018840341337797422
development,raw_top5_20bp,202011,0.07780792185803675,0.04881730133424145,0.027246533314919035
development,raw_top5_20bp,202012,-0.027554496295068898,-0.05673130058702858,0.030441353899754966
development,raw_top5_20bp,202101,-0.04439455550697036,-0.06936097056768409,0.026455316338590797
development,raw_top5_20bp,202102,0.01876990134057599,-0.0030458379672780866,0.021629228011723955
development,raw_top5_20bp,202103,-0.03018570904578377,-0.06305057274550518,0.034447533706383066
development,raw_top5_20bp,202104,0.03809266146008228,0.004550174298916243,0.03281794343465868
development,raw_top5_20bp,202105,0.06429076374189391,0.03320516888960667,0.02961703052023021
development,raw_top5_20bp,202106,-0.008097471762131603,-0.0378529631115776,0.030433807112999017
development,raw_top5_20bp,202107,0.05606365643044642,0.021854311405571147,0.03290361366935074
development,raw_top5_20bp,202108,0.11552932684017803,0.07774126067854348,0.034433521541859934
development,raw_top5_20bp,202109,-0.03688392734019208,-0.06538543208220549,0.0300154327821868
development,raw_top5_20bp,202110,-0.06007155000226905,-0.0780063270475394,0.01925301051804598
development,raw_top5_20bp,202111,0.11718142693324118,0.07890071387776443,0.03483698824869237
development,raw_top5_20bp,202112,0.010547158272294022,-0.02251358141355031,0.03323752545604559
development,raw_top5_20bp,202201,-0.09287893534847069,-0.11622783313714025,0.026057252913713365
development,raw_top5_20bp,202202,0.06572530338367177,0.04663109882575123,0.018067560943485283
development,raw_top5_20bp,202203,-0.027005056569988417,-0.05431893640296015,0.028453523768168138
development,raw_top5_20bp,202204,-0.1884294422214916,-0.20551276370755556,0.02126146574542801
development,raw_top5_20bp,202205,0.1612855725369009,0.12960387762365344,0.027639351903135524
development,raw_top5_20bp,202206,0.05072120860360574,0.015150812721550277,0.03440996117756597
development,raw_top5_20bp,202207,0.0484352198205229,0.011322617229780896,0.03600821901102425
development,raw_top5_20bp,202208,0.08772069489696377,0.0491794499558138,0.036046640806128426
development,raw_top5_20bp,202209,-0.10369702210379839,-0.13128972599239697,0.031244115954415185
development,raw_top5_20bp,202210,-0.003928680743118029,-0.02641841327511718,0.022820149311104165
development,raw_top5_20bp,202211,0.09743077112436715,0.05941694280707677,0.03522405799018956
development,raw_top5_20bp,202212,-0.07393714927829176,-0.10351542280392134,0.03243527249304952
development,raw_top5_20bp,202301,0.10157951399519205,0.07627201868518241,0.02322386475837275
development,raw_top5_20bp,202302,0.023273704415796015,-0.008195600270150427,0.031210887748633148
development,raw_top5_20bp,202303,0.010046365382105904,-0.02261188946578807,0.03284217457789331
development,raw_top5_20bp,202304,-0.027282013965680307,-0.04887813811994912,0.022437389833335045
development,raw_top5_20bp,202305,0.02897483257296818,-0.0002984440785104292,0.02883965007236012
development,raw_top5_20bp,202306,0.024925175988843362,-0.00700700254356923,0.03162537518713624
development,raw_top5_20bp,202307,0.055821264036592044,0.027027553019874917,0.0276306550617873
development,raw_top5_20bp,202308,-0.016057996072047942,-0.04711642126646831,0.0320506158819108
development,raw_top5_20bp,202309,-0.011619467390014071,-0.038949147320102684,0.028020085778542078
development,raw_top5_20bp,202310,-0.05008585904075613,-0.07488809352491144,0.026435225770463013
development,raw_top5_20bp,202311,0.02986057948912557,-0.003804110435118746,0.03320747835337778
development,raw_top5_20bp,202312,-0.026875375751207242,-0.05529961610730538,0.02962188460867922
selection,raw_top5_20bp,202401,-0.1445154148565322,-0.17315615770309223,0.03402392155358177
selection,raw_top5_20bp,202402,0.028063708324590708,0.007258444905459349,0.020429416057544843
selection,raw_top5_20bp,202403,0.10947616226421286,0.07492037753543368,0.03161565939584816
selection,raw_top5_20bp,202404,0.053857136387628346,0.02307283763027268,0.029623272792243152
selection,raw_top5_20bp,202405,-0.02387301177789347,-0.04820746238056717,0.025227395385012792
selection,raw_top5_20bp,202406,-0.07007775700778585,-0.09472517835686245,0.026841773530763943
selection,raw_top5_20bp,202407,-0.03374231593917054,-0.06497140744760654,0.03282874416107029
selection,raw_top5_20bp,202408,0.005324459658208047,-0.023283273735074217,0.02884822749040585
