recorded_at,evidence_role,protocol_hash,data_end_date,strategy_date,last_rebalance_signal_date,strategy_action,regime,sector_exposure,low_risk_exposure,position_count,target_hash,snapshot_hash
2026-08-31T08:46:09+08:00,freeze_baseline,0b465ae5096860b914a9ac8032bce160cf5629c88505869bb5f9b2c93759b2fe,20260828,20260828,20260821,有新调仓建议,DEFENSIVE,30.00%,70.00%,3,52e09c1ba7ee57f3f14cea4ccefaae3506f7775495bccb6d6e741e9e33612468,685eaf89dc603eb374abc7b2bd9b2148da18bedfa282e559cf4d1726268aa319
