factor,month,mean_rank_ic,valid_days
factor_04,201511,-0.20650356263119335,21
factor_04,201512,-0.20374742647576682,23
factor_04,201601,-0.11616150663342142,20
factor_04,201602,-0.08250852461086844,16
factor_04,201603,-0.15477904080543653,23
factor_04,201604,-0.19914729647754983,20
factor_04,201605,-0.007067170033987706,21
factor_04,201606,-0.09487173215336449,20
factor_04,201607,-0.198286182849055,21
factor_04,201608,-0.19233398723889913,23
factor_04,201609,-0.18265389091881107,20
factor_04,201610,-0.14824622785926347,16
factor_04,201611,-0.15436652188270944,22
factor_04,201612,-0.18402018068228543,22
factor_04,201701,-0.05785552328832787,18
factor_04,201702,-0.1319777887856441,18
factor_04,201703,-0.07015865203641777,23
factor_04,201704,-0.036014173004894214,18
factor_04,201705,-0.006437971135049576,20
factor_04,201706,-0.09507427047456014,22
factor_04,201707,0.01159365405488225,21
factor_04,201708,-0.13989575907026863,23
factor_04,201709,-0.14396904552878925,21
factor_04,201710,-0.04484087976578577,17
factor_04,201711,-0.022815208260038397,22
factor_04,201712,-0.027030859932648945,21
factor_04,201801,0.0037825708924647356,22
factor_04,201802,-0.04216938485799969,15
factor_04,201803,-0.1401836482808627,22
factor_04,201804,-0.08048962207466799,18
factor_04,201805,-0.08164665344867639,22
factor_04,201806,-0.0004628743441491383,20
factor_04,201807,-0.13894952859603935,22
factor_04,201808,-0.07166831154156003,23
factor_04,201809,-0.056780968204452324,19
factor_04,201810,-0.09141504733892576,18
factor_04,201811,-0.21412412112433757,22
factor_04,201812,-0.12878427336466605,20
factor_04,201901,-0.04396253464119588,22
factor_04,201902,0.008523661404472445,15
factor_04,201903,-0.17534348187309515,21
factor_04,201904,-0.16879800753868832,21
factor_04,201905,-0.09452643367887562,20
factor_04,201906,-0.09193145676894074,19
factor_04,201907,-0.056162458501704496,23
factor_04,201908,-0.004215643417646535,22
factor_04,201909,-0.14786377816634547,20
factor_04,201910,-0.060575632363060294,18
factor_04,201911,-0.08293235902974362,21
factor_04,201912,-0.02716723123068018,22
factor_04,202001,0.0624862538986308,16
factor_04,202002,-0.05027650306613766,20
factor_04,202003,-0.21596074158491269,22
factor_04,202004,-0.014219256186234349,21
factor_04,202005,-0.10831517649583369,18
factor_04,202006,0.02845433726216246,20
factor_04,202007,-0.06555441960008586,23
factor_04,202008,-0.15512395476247237,21
factor_04,202009,-0.029207042853536782,22
factor_04,202010,-0.029208678503310943,16
factor_04,202011,-0.10576303032522925,21
factor_04,202012,0.10229794520018794,23
factor_04,202101,-0.04538347101184147,20
factor_04,202102,-0.18690259806350099,15
factor_04,202103,-0.1434712551168949,23
factor_04,202104,-0.09686348762365007,21
factor_04,202105,-0.032444383625031055,18
factor_04,202106,-0.09804631980977446,21
factor_04,202107,0.02948290061877062,22
factor_04,202108,-0.11436508403808511,22
factor_04,202109,-0.14788256952163076,20
factor_04,202110,0.06233563500150678,16
factor_04,202111,-0.13005900086523806,22
factor_04,202112,-0.19050918654956628,23
factor_04,202201,-0.12644973067824694,19
factor_04,202202,-0.03354275734205107,16
factor_04,202203,-0.06836157683122222,23
factor_04,202204,-0.03974318118950473,19
factor_04,202205,-0.11885944717289039,19
factor_04,202206,-0.016975798698492445,21
factor_04,202207,-0.1475125837475761,21
factor_04,202208,-0.15682434026765757,23
factor_04,202209,-0.06538769298127416,21
factor_04,202210,-0.09079371161157117,16
factor_04,202211,-0.1299537356714673,22
factor_04,202212,-0.04264120241951349,22
factor_04,202301,-0.1155822103514152,16
factor_04,202302,-0.14056171569002335,20
factor_04,202303,0.010004161306533338,23
factor_04,202304,-0.0917974267041279,19
factor_04,202305,-0.12429291001224,20
factor_04,202306,-0.09292092967170143,20
factor_04,202307,-0.1511807677622412,21
factor_04,202308,-0.16764489218298023,23
factor_04,202309,-0.08115190874348503,20
factor_04,202310,-0.12642903519330465,17
factor_04,202311,-0.18791365234020588,22
factor_04,202312,-0.1645747631302333,21
factor_04,202401,0.08663407442893398,22
factor_04,202402,0.05476010721865607,15
factor_04,202403,-0.20165614517410077,21
factor_04,202404,-0.07782752030336401,20
factor_04,202405,0.022581949941465385,20
factor_04,202406,-0.09694972642928813,19
factor_04,202407,-0.1056077319400253,23
factor_04,202408,-0.1268356788721343,22
factor_04,202409,-0.0049108953447591615,19
factor_04,202410,-0.12659026544748786,18
factor_04,202411,-0.23799481828085453,21
factor_04,202412,-0.07421900445812075,22
factor_04,202501,-0.08751069734902334,18
factor_04,202502,-0.08182955186612634,18
factor_04,202503,-0.19847044770420982,21
factor_04,202504,-0.1721593318773838,21
factor_04,202505,-0.20521833543970278,19
factor_04,202506,-0.13204200648616893,20
factor_04,202507,-0.1349322272074892,23
factor_04,202508,0.014359413328539447,21
factor_04,202509,-0.02128395516752635,22
factor_04,202510,-0.20580410799590368,17
factor_04,202511,-0.08590963398131386,20
factor_04,202512,0.037974224893255706,23
factor_05,201501,-0.17842990396330308,20
factor_05,201502,-0.06819323465624512,15
factor_05,201503,-0.09432806104764997,22
factor_05,201504,-0.03574255789655943,21
factor_05,201505,-0.2473507431881959,20
factor_05,201506,0.09945551604059354,21
factor_05,201507,-0.12523987293038574,22
factor_05,201508,0.01706185959863324,20
factor_05,201509,-0.20726853211459653,20
factor_05,201510,-0.18420084268901094,17
factor_05,201511,-0.18353178476649412,21
factor_05,201512,-0.06406630614763605,23
factor_05,201601,-0.0502547179218273,20
factor_05,201602,0.024450689534938494,16
factor_05,201603,-0.18294156301269518,23
factor_05,201604,-0.10365860776018147,20
factor_05,201605,-0.05801646039371505,21
factor_05,201606,-0.097310725743867,20
factor_05,201607,0.09175034234551316,21
factor_05,201608,-0.08253582883012993,23
factor_05,201609,-0.10047092423932291,20
factor_05,201610,-0.11446733279064937,16
factor_05,201611,0.028313760343408132,22
factor_05,201612,0.012990594828246927,22
factor_05,201701,0.0919785890834317,18
factor_05,201702,-0.060474044052019754,18
factor_05,201703,0.06555721622712085,23
factor_05,201704,0.1014096979477849,18
factor_05,201705,0.16086708787431075,20
factor_05,201706,0.008348433228064228,22
factor_05,201707,0.1929190490101013,21
factor_05,201708,-0.1393512502105872,23
factor_05,201709,-0.0383441380347773,21
factor_05,201710,0.06259133564727785,17
factor_05,201711,0.17803805770044245,22
factor_05,201712,0.01797602382673504,21
factor_05,201801,0.15432259313293517,22
factor_05,201802,-0.12597278209701518,15
factor_05,201803,-0.16893452486095667,22
factor_05,201804,0.04045085431195675,18
factor_05,201805,-0.05243455153197608,22
factor_05,201806,0.012394140244149256,20
factor_05,201807,0.07829386171331337,22
factor_05,201808,0.04937513192525114,23
factor_05,201809,0.09803306330949552,19
factor_05,201810,-0.0342309535136138,18
factor_05,201811,-0.07610776788658155,22
factor_05,201812,-0.029197844595180045,20
factor_05,201901,0.11700923714244671,22
factor_05,201902,-0.06894286371835244,15
factor_05,201903,-0.02975322573257654,21
factor_05,201904,0.010995393255733054,21
factor_05,201905,-0.0626171423445748,20
factor_05,201906,0.007941349290320449,19
factor_05,201907,0.028772482529997617,23
factor_05,201908,0.019285810450703447,22
factor_05,201909,-0.06368076393354616,20
factor_05,201910,0.08023748479602782,18
factor_05,201911,0.020346905866096204,21
factor_05,201912,-0.015902496634350897,22
factor_05,202001,0.07266432489999607,16
factor_05,202002,-0.06476329468623422,20
factor_05,202003,-0.06386518395319281,22
factor_05,202004,0.07733763736234368,21
factor_05,202005,-0.06575640239487607,18
factor_05,202006,0.10393868867015658,20
factor_05,202007,-0.01500000382397636,23
factor_05,202008,-0.08614598262814092,21
factor_05,202009,0.02829066646928248,22
factor_05,202010,-0.025210032790955465,16
factor_05,202011,0.04457139357455889,21
factor_05,202012,0.22066661951217506,23
factor_05,202101,0.05232634295510071,20
factor_05,202102,-0.13169106916019732,15
factor_05,202103,-0.053193417378975476,23
factor_05,202104,0.02680233014200489,21
factor_05,202105,-0.05388994381956608,18
factor_05,202106,-0.032163786281670305,21
factor_05,202107,0.02600583697892552,22
factor_05,202108,-0.019441565512033868,22
factor_05,202109,-0.0029688187767794513,20
factor_05,202110,0.07858777441722839,16
factor_05,202111,-0.12695256316133008,22
factor_05,202112,-0.05797630275001782,23
factor_05,202201,0.00897617002445482,19
factor_05,202202,-0.02868364830646699,16
factor_05,202203,0.0033408669748710893,23
factor_05,202204,0.06244511746304698,19
factor_05,202205,-0.028397175603263977,19
factor_05,202206,0.060482665609685037,21
factor_05,202207,-0.12846232724237008,21
factor_05,202208,-0.020926901481639903,23
factor_05,202209,0.050211579452681634,21
factor_05,202210,-0.1103347363386275,16
factor_05,202211,0.0017878731868871526,22
factor_05,202212,0.04076711217066575,22
factor_05,202301,-0.06789051717845104,16
factor_05,202302,-0.020878008649106473,20
factor_05,202303,0.036343160736304954,23
factor_05,202304,0.03377727659258655,19
factor_05,202305,-0.1616131403326789,20
factor_05,202306,-0.04236245103753107,20
factor_05,202307,0.050189468830326434,21
factor_05,202308,-0.1250568152535585,23
factor_05,202309,0.006182613628408413,20
factor_05,202310,-0.0781209601608218,17
factor_05,202311,-0.1449974862783473,22
factor_05,202312,-0.09634976404303897,21
factor_05,202401,0.297351430318931,22
factor_05,202402,-0.07277510577524571,15
factor_05,202403,-0.11311743390797613,21
factor_05,202404,0.0377994971583112,20
factor_05,202405,0.1279990435719618,20
factor_05,202406,-0.076344041030682,19
factor_05,202407,-0.025039534186196623,23
factor_05,202408,-0.021489690706635166,22
factor_05,202409,0.016736436218436776,19
factor_05,202410,-0.11943911216343069,18
factor_05,202411,-0.17071915240352417,21
factor_05,202412,0.11117376334412267,22
factor_05,202501,-0.11782614087230787,18
factor_05,202502,-0.10568283896887389,18
factor_05,202503,0.007411669390552511,21
factor_05,202504,-0.1581240373941568,21
factor_05,202505,-0.11170941124813012,19
factor_05,202506,-0.04914638843563115,20
factor_05,202507,-0.029143689077731735,23
factor_05,202508,0.08406042759736328,21
factor_05,202509,0.05795477221462932,22
factor_05,202510,-0.1358945650840132,17
factor_05,202511,0.0021702683578240637,20
factor_05,202512,0.07761246422866099,23
factor_06,201501,-0.16481490684348252,20
factor_06,201502,-0.014414633829682149,15
factor_06,201503,-0.11666135138396001,22
factor_06,201504,-0.1801069062284569,21
factor_06,201505,-0.15568342687668432,20
factor_06,201506,-0.13042002729251553,21
factor_06,201507,-0.20083449960188868,23
factor_06,201508,-0.10103518003501699,21
factor_06,201509,-0.12556985822157915,20
factor_06,201510,-0.09933506410191453,17
factor_06,201511,-0.1222777143991109,21
factor_06,201512,-0.17659221173483036,23
factor_06,201601,-0.1629533065189225,20
factor_06,201602,-0.14196835475996356,16
factor_06,201603,-0.19443517011612393,23
factor_06,201604,-0.17559293846511576,20
factor_06,201605,-0.03476588130327756,21
factor_06,201606,-0.05923188151929661,20
factor_06,201607,-0.18460799504671782,21
factor_06,201608,-0.15742457819557165,23
factor_06,201609,-0.13156252214997327,20
factor_06,201610,-0.1499935466474242,16
factor_06,201611,-0.16324424963550685,22
factor_06,201612,-0.1293467366076741,22
factor_06,201701,-0.07527691647213525,18
factor_06,201702,-0.10820498787094314,18
factor_06,201703,-0.09045254180001142,23
factor_06,201704,-0.05005426513743205,18
factor_06,201705,-0.006642071892094934,20
factor_06,201706,-0.08512870491229779,22
factor_06,201707,0.0278229795500394,21
factor_06,201708,-0.15165514372298497,23
factor_06,201709,-0.12321748167907695,21
factor_06,201710,-0.05143179305875874,17
factor_06,201711,-0.043557686181717785,22
factor_06,201712,-0.0644792029877184,21
factor_06,201801,-0.008062679028150502,22
factor_06,201802,-0.1054945388950123,15
factor_06,201803,-0.07858213050694256,22
factor_06,201804,-0.0820628269517624,18
factor_06,201805,-0.06138243619364605,22
factor_06,201806,-0.04789446004101302,20
factor_06,201807,-0.1173410662945256,22
factor_06,201808,-0.05531236534674851,23
factor_06,201809,-0.05694197560988499,19
factor_06,201810,-0.12860521183092566,18
factor_06,201811,-0.16278593463185576,22
factor_06,201812,-0.13305465546789164,20
factor_06,201901,-0.07261070684248526,22
factor_06,201902,-0.09967451252871569,15
factor_06,201903,-0.1810724881733007,21
factor_06,201904,-0.1992498171658116,21
factor_06,201905,-0.07332522859846424,20
factor_06,201906,-0.13183333483472182,19
factor_06,201907,-0.05702454707540581,23
factor_06,201908,-0.02466150188321483,22
factor_06,201909,-0.15069161601768039,20
factor_06,201910,-0.045295675792635354,18
factor_06,201911,-0.09019805345853957,21
factor_06,201912,-0.02633429709408237,22
factor_06,202001,0.041485377627890604,16
factor_06,202002,-0.06342402383186978,20
factor_06,202003,-0.1702770446125577,22
factor_06,202004,-0.014821451498113484,21
factor_06,202005,-0.06961641781950682,18
factor_06,202006,-0.024008973331720328,20
factor_06,202007,-0.05445121309324358,23
factor_06,202008,-0.12578282316943015,21
factor_06,202009,-0.05995586211307622,22
factor_06,202010,-0.021699944204106182,16
factor_06,202011,-0.10615741243157667,21
factor_06,202012,0.07856904674130417,23
factor_06,202101,-0.05329139872299575,20
factor_06,202102,-0.11589262334426653,15
factor_06,202103,-0.11500183344770167,23
factor_06,202104,-0.07838177290481631,21
factor_06,202105,-0.027752966302140622,18
factor_06,202106,-0.06468741964257124,21
factor_06,202107,0.06764926901815028,22
factor_06,202108,-0.07289965769539906,22
factor_06,202109,-0.11063268485085254,20
factor_06,202110,0.009349182409024579,16
factor_06,202111,-0.09437794399666104,22
factor_06,202112,-0.1255295238265266,23
factor_06,202201,-0.08766013279599391,19
factor_06,202202,-0.04127395632462463,16
factor_06,202203,-0.008219756008086257,23
factor_06,202204,-0.06506702038441926,19
factor_06,202205,-0.10661372290016176,19
factor_06,202206,-0.03450422545229181,21
factor_06,202207,-0.09081512248253301,21
factor_06,202208,-0.13998180192973791,23
factor_06,202209,-0.0538503602368089,21
factor_06,202210,-0.06988531521626772,16
factor_06,202211,-0.12671763402773278,22
factor_06,202212,-0.050158416593446595,22
factor_06,202301,-0.11758344164860657,16
factor_06,202302,-0.07804326872091857,20
factor_06,202303,0.02490827392148926,23
factor_06,202304,-0.07645771266683088,19
factor_06,202305,-0.14863557098355312,20
factor_06,202306,-0.10561921033289678,20
factor_06,202307,-0.08862503477356211,21
factor_06,202308,-0.1463771073634831,23
factor_06,202309,-0.04948629035638942,20
factor_06,202310,-0.0758422425431841,17
factor_06,202311,-0.12117846197218284,22
factor_06,202312,-0.10322772294030136,21
factor_06,202401,0.09694675471055669,22
factor_06,202402,-0.10182393361406814,15
factor_06,202403,-0.1103325589979888,21
factor_06,202404,-0.1223990124202555,20
factor_06,202405,-0.004698228822327196,20
factor_06,202406,-0.07653102740049492,19
factor_06,202407,-0.08170194733967176,23
factor_06,202408,-0.11502197853276264,22
factor_06,202409,-0.04198520562916926,19
factor_06,202410,-0.10137540191085144,18
factor_06,202411,-0.19759128454914487,21
factor_06,202412,-0.08480723919471395,22
factor_06,202501,-0.13817395113386674,18
factor_06,202502,-0.056935977332527754,18
factor_06,202503,-0.15022540544878313,21
factor_06,202504,-0.2126706423823014,21
factor_06,202505,-0.15736102683019232,19
factor_06,202506,-0.12124939099212415,20
factor_06,202507,-0.12025854883218647,23
factor_06,202508,-0.035788971361779005,21
factor_06,202509,-0.030100434736012902,22
factor_06,202510,-0.16100260927821197,17
factor_06,202511,-0.06307499395128921,20
factor_06,202512,-0.02574005638635136,23
factor_07,201501,0.11948669601417958,20
factor_07,201502,0.05482304838507348,15
factor_07,201503,0.12660321804148325,22
factor_07,201504,0.1576747586784833,21
factor_07,201505,0.009114179330883111,20
factor_07,201506,0.11102698136065528,21
factor_07,201507,0.140440810513632,23
factor_07,201508,0.1478723332543935,21
factor_07,201509,-0.040547195658876864,20
factor_07,201510,0.05300529115648239,17
factor_07,201511,0.07233530707756933,21
factor_07,201512,0.13623083533736133,23
factor_07,201601,0.1387111064015854,20
factor_07,201602,0.09319270507233651,16
factor_07,201603,0.07912406905995906,23
factor_07,201604,0.09903745240534625,20
factor_07,201605,-0.01780013315024782,21
factor_07,201606,0.02532197803978368,20
factor_07,201607,0.19352784270549414,21
factor_07,201608,0.14043843996824662,23
factor_07,201609,0.032485468705356055,20
factor_07,201610,0.07864756081181551,16
factor_07,201611,0.1489346442658931,22
factor_07,201612,0.10706057561774024,22
factor_07,201701,0.09451977713833629,18
factor_07,201702,0.11136769207360242,18
factor_07,201703,0.07997232764614118,23
factor_07,201704,0.056237237184877956,18
factor_07,201705,0.08222488664123925,20
factor_07,201706,0.11345164540534712,22
factor_07,201707,0.05915424568270734,21
factor_07,201708,0.08100567466890907,23
factor_07,201709,0.14153158230660307,21
factor_07,201710,0.031231508616491155,17
factor_07,201711,0.12713630017247304,22
factor_07,201712,0.05030505021391375,21
factor_07,201801,0.06813330289483276,22
factor_07,201802,0.018626914956974414,15
factor_07,201803,-0.007000441464912446,22
factor_07,201804,0.09530505451891057,18
factor_07,201805,0.01045816750117676,22
factor_07,201806,-0.006137110411716325,20
factor_07,201807,0.1126098946834657,22
factor_07,201808,0.07570905614346937,23
factor_07,201809,0.08435955680112628,19
factor_07,201810,0.10210157553739731,18
factor_07,201811,0.1115443351464262,22
factor_07,201812,0.12616884050161778,20
factor_07,201901,0.11687913047832453,22
factor_07,201902,0.032676943516372924,15
factor_07,201903,0.1834629522316376,21
factor_07,201904,0.21378315498669154,21
factor_07,201905,0.020816038984575146,20
factor_07,201906,0.13535960431858182,19
factor_07,201907,0.06386742504512023,23
factor_07,201908,0.030511540597701337,22
factor_07,201909,0.1209727996120256,20
factor_07,201910,0.08156800519389838,18
factor_07,201911,0.09785359477593,21
factor_07,201912,0.05570180499041021,22
factor_07,202001,-0.02553283464397344,16
factor_07,202002,0.028766501665819684,20
factor_07,202003,0.15288079686404343,22
factor_07,202004,0.08113125784088607,21
factor_07,202005,0.03824871347955576,18
factor_07,202006,0.07085211130025339,20
factor_07,202007,0.027082277889207893,23
factor_07,202008,0.07227263051825374,21
factor_07,202009,0.08422639416521231,22
factor_07,202010,-0.025315732201859,16
factor_07,202011,0.10575595189135295,21
factor_07,202012,0.012193785300766277,23
factor_07,202101,0.12359559661805339,20
factor_07,202102,0.08711350764188312,15
factor_07,202103,0.10046093102867612,23
factor_07,202104,0.08919874296113499,21
factor_07,202105,0.03247210934166618,18
factor_07,202106,0.06453014202364471,21
factor_07,202107,-0.060100445165998974,22
factor_07,202108,0.0661933138538452,22
factor_07,202109,0.13146047246028153,20
factor_07,202110,0.024537976082829253,16
factor_07,202111,0.045053186503460685,22
factor_07,202112,0.14244497902630446,23
factor_07,202201,0.1425306853551454,19
factor_07,202202,-0.001879963111557002,16
factor_07,202203,-0.0024699846531397868,23
factor_07,202204,0.06708352720699713,19
factor_07,202205,0.10014441559314721,19
factor_07,202206,0.0881421664698671,21
factor_07,202207,0.02055937731399968,21
factor_07,202208,0.10017840754625443,23
factor_07,202209,0.15822903679456635,21
factor_07,202210,-0.0332333488874115,16
factor_07,202211,0.1550003886915425,22
factor_07,202212,0.10467667366402679,22
factor_07,202301,0.0732448122968496,16
factor_07,202302,0.071494024361925,20
factor_07,202303,-0.013849025930936905,23
factor_07,202304,0.09563122770151318,19
factor_07,202305,0.022668109370761864,20
factor_07,202306,0.06107961155090591,20
factor_07,202307,0.11861540517433652,21
factor_07,202308,0.11105123882238836,23
factor_07,202309,0.09228454311132964,20
factor_07,202310,0.07472502902868518,17
factor_07,202311,0.05116691421064441,22
factor_07,202312,0.055200110551344425,21
factor_07,202401,0.0927313313120644,22
factor_07,202402,0.07187519065148737,15
factor_07,202403,0.059003943592117816,21
factor_07,202404,0.11728795949638779,20
factor_07,202405,0.1157736830506145,20
factor_07,202406,0.03355232076414607,19
factor_07,202407,0.1075192515018162,23
factor_07,202408,0.10304922738991405,22
factor_07,202409,0.06343903847003991,19
factor_07,202410,0.04027081053038351,18
factor_07,202411,0.1273533173030324,21
factor_07,202412,0.16506720740822012,22
factor_07,202501,0.024732714571204056,18
factor_07,202502,0.014852045593476557,18
factor_07,202503,0.14951864055084413,21
factor_07,202504,0.045195674476648615,21
factor_07,202505,0.06264024460106947,19
factor_07,202506,0.11890760037732732,20
factor_07,202507,0.09964659583734782,23
factor_07,202508,0.07577564882513854,21
factor_07,202509,0.09077437554316864,22
factor_07,202510,0.15677003700421333,17
factor_07,202511,0.08413765337500534,20
factor_07,202512,0.048658500421816415,23
factor_08,201501,-0.04684195282038052,20
factor_08,201502,-0.021224887534781866,15
factor_08,201503,-0.08543125719656565,22
factor_08,201504,-0.1293373739933292,21
factor_08,201505,-0.0438728608034495,20
factor_08,201506,-0.14216110120095823,21
factor_08,201507,-0.08824167229050975,23
factor_08,201508,-0.054051434928070866,21
factor_08,201509,0.06958364404698264,20
factor_08,201510,-0.04063334165959426,17
factor_08,201511,-0.031279623334172196,21
factor_08,201512,-0.12453157381113873,23
factor_08,201601,-0.007240921577000919,20
factor_08,201602,-0.05934621554177967,16
factor_08,201603,0.01864399658442946,23
factor_08,201604,-0.08037234877022045,20
factor_08,201605,0.026102304592336586,21
factor_08,201606,-0.04157805588516397,20
factor_08,201607,-0.2014438684687699,21
factor_08,201608,-0.1332206813805251,23
factor_08,201609,-0.046717472966834046,20
factor_08,201610,-0.09462293896468553,16
factor_08,201611,-0.16308248238734124,22
factor_08,201612,-0.10070387207546155,22
factor_08,201701,-0.08827040424759772,18
factor_08,201702,-0.10475841269464187,18
factor_08,201703,-0.06820509791263797,23
factor_08,201704,-0.10201274595640811,18
factor_08,201705,-0.130402557402242,20
factor_08,201706,-0.04599882603053454,22
factor_08,201707,-0.1033704709183639,21
factor_08,201708,-0.05820238397439471,23
factor_08,201709,-0.09955006511043318,21
factor_08,201710,-0.06426389483316737,17
factor_08,201711,-0.10011372115171327,22
factor_08,201712,-0.027857589073612528,21
factor_08,201801,-0.11251124468843582,22
factor_08,201802,0.07665691090311451,15
factor_08,201803,0.001846126103279661,22
factor_08,201804,-0.07617809107474822,18
factor_08,201805,-0.04287556808666753,22
factor_08,201806,0.005328512137182022,20
factor_08,201807,-0.10811992429833796,22
factor_08,201808,-0.06441935080475134,23
factor_08,201809,-0.10203105523354368,19
factor_08,201810,-0.028809458882480852,18
factor_08,201811,-0.07899384534067376,22
factor_08,201812,-0.09895491875439769,20
factor_08,201901,-0.102630718812113,22
factor_08,201902,0.07234926771910292,15
factor_08,201903,-0.14024019577350896,21
factor_08,201904,-0.16656862358725946,21
factor_08,201905,-0.06286671967585919,20
factor_08,201906,-0.0988284437524712,19
factor_08,201907,-0.06950440993996933,23
factor_08,201908,-0.01598802918367469,22
factor_08,201909,-0.10336840852311872,20
factor_08,201910,-0.0866814442225779,18
factor_08,201911,-0.07842424021710098,21
factor_08,201912,-0.04159589617416964,22
factor_08,202001,0.032870088381856,16
factor_08,202002,-0.04229553187962297,20
factor_08,202003,-0.16932500193819766,22
factor_08,202004,-0.05940195870444036,21
factor_08,202005,-0.04831984086433477,18
factor_08,202006,-0.053890714632581195,20
factor_08,202007,-0.059746387040060876,23
factor_08,202008,-0.11468202556831002,21
factor_08,202009,-0.04347660145883816,22
factor_08,202010,-0.00983375345103141,16
factor_08,202011,-0.1529846824767118,21
factor_08,202012,-0.013697646573762146,23
factor_08,202101,-0.06645864765987321,20
factor_08,202102,-0.09849665068182648,15
factor_08,202103,-0.12073587620510375,23
factor_08,202104,-0.06642402815194781,21
factor_08,202105,-0.015311089612578802,18
factor_08,202106,-0.03755097717201535,21
factor_08,202107,0.040176932828845685,22
factor_08,202108,-0.12416688266931471,22
factor_08,202109,-0.1530731936663417,20
factor_08,202110,0.05399902243198353,16
factor_08,202111,-0.07436768604684184,22
factor_08,202112,-0.18789284400701325,23
factor_08,202201,-0.12977638714719067,19
factor_08,202202,-0.03394241335562709,16
factor_08,202203,-0.08264383234502479,23
factor_08,202204,-0.07872619951811766,19
factor_08,202205,-0.0471471735479989,19
factor_08,202206,-0.07615429368109504,21
factor_08,202207,-0.010267261740476055,21
factor_08,202208,-0.15633576471392088,23
factor_08,202209,-0.1051432502034726,21
factor_08,202210,0.058837831948844545,16
factor_08,202211,-0.1828701537382652,22
factor_08,202212,-0.07616160974519472,22
factor_08,202301,-0.08109567835650003,16
factor_08,202302,-0.15098612203131132,20
factor_08,202303,-0.004615892919784576,23
factor_08,202304,-0.12990449760419023,19
factor_08,202305,-0.037916815402159,20
factor_08,202306,-0.05823229358767666,20
factor_08,202307,-0.235285240522016,21
factor_08,202308,-0.06156819079063751,23
factor_08,202309,-0.07670977042601207,20
factor_08,202310,-0.05273718020524092,17
factor_08,202311,-0.05517044082470674,22
factor_08,202312,-0.05248973182722006,21
factor_08,202401,-0.24485443246887834,22
factor_08,202402,0.1658033960162384,15
factor_08,202403,-0.11278627100197139,21
factor_08,202404,-0.08773910755917712,20
factor_08,202405,-0.12839165879281894,20
factor_08,202406,-0.03796941840855081,19
factor_08,202407,-0.08394876347087146,23
factor_08,202408,-0.1053912538614357,22
factor_08,202409,0.005650787760760001,19
factor_08,202410,0.01536192404316724,18
factor_08,202411,-0.09312433176397694,21
factor_08,202412,-0.22822792874565856,22
factor_08,202501,0.04673626991207083,18
factor_08,202502,0.022970306308696002,18
factor_08,202503,-0.21966141310627776,21
factor_08,202504,0.020521328414783744,21
factor_08,202505,-0.09320986544244451,19
factor_08,202506,-0.09797022308618732,20
factor_08,202507,-0.10711929497620416,23
factor_08,202508,-0.055469971283553236,21
factor_08,202509,-0.06100790920909322,22
factor_08,202510,-0.1352173143313786,17
factor_08,202511,-0.12309886877376716,20
factor_08,202512,-0.006981097000068035,23
factor_09,201501,0.06399363191795457,20
factor_09,201502,0.028856597376196006,15
factor_09,201503,0.01586073891757774,22
factor_09,201504,-0.05055580440161217,21
factor_09,201505,0.12501133297610084,20
factor_09,201506,-0.15199791357759737,21
factor_09,201507,-0.014138637248892513,23
factor_09,201508,-0.06072214987806053,21
factor_09,201509,0.16448031041517844,20
factor_09,201510,0.11622214159022198,17
factor_09,201511,0.08911436776979245,21
factor_09,201512,-0.04251657349625511,23
factor_09,201601,-0.010888542977899505,20
factor_09,201602,-0.07694516544339115,16
factor_09,201603,0.12105100007483567,23
factor_09,201604,-0.002599110480810253,20
factor_09,201605,0.06890038580934628,21
factor_09,201606,0.03925642409325209,20
factor_09,201607,-0.20277541933213372,21
factor_09,201608,-0.02315447692199093,23
factor_09,201609,0.00715944881510029,20
factor_09,201610,0.03155350200290018,16
factor_09,201611,-0.11232161611872406,22
factor_09,201612,-0.1135020215033959,22
factor_09,201701,-0.1182075225904364,18
factor_09,201702,0.0035606439215225363,18
factor_09,201703,-0.09340965851002955,23
factor_09,201704,-0.12932719731187933,18
factor_09,201705,-0.16287864860730844,20
factor_09,201706,-0.037961903462663746,22
factor_09,201707,-0.18671750755312017,21
factor_09,201708,0.06743710417244261,23
factor_09,201709,-0.04765649670717727,21
factor_09,201710,-0.09067342481539317,17
factor_09,201711,-0.1939918340130471,22
factor_09,201712,-0.029835798848313957,21
factor_09,201801,-0.16105780889626203,22
factor_09,201802,0.12395744170803917,15
factor_09,201803,0.0983921678076065,22
factor_09,201804,-0.08920577823440726,18
factor_09,201805,0.0007680588607533265,22
factor_09,201806,-0.0045519533350168034,20
factor_09,201807,-0.16558672896532337,22
factor_09,201808,-0.08816637072767296,23
factor_09,201809,-0.14814349365808416,19
factor_09,201810,-0.006957355441807974,18
factor_09,201811,-0.03891733960626791,22
factor_09,201812,-0.04430909741962816,20
factor_09,201901,-0.15223131312858698,22
factor_09,201902,0.11693567168066732,15
factor_09,201903,-0.07620807908650395,21
factor_09,201904,-0.1333337344961808,21
factor_09,201905,0.0026068035526961826,20
factor_09,201906,-0.06942281747575449,19
factor_09,201907,-0.06551322136177685,23
factor_09,201908,-0.0066389277417219505,22
factor_09,201909,-0.04111943710656303,20
factor_09,201910,-0.12481673063378523,18
factor_09,201911,-0.0810202375607467,21
factor_09,201912,0.01648087623969181,22
factor_09,202001,-0.017433819684215923,16
