strategy_id,universe,score_name,top_k,rebalance_days,hold_days,val_days,val_total_ret,val_ann_ret,val_ann_vol,val_sharpe,val_max_drawdown,val_win_rate,val_bench_ann_ret,val_excess_ann_ret,val_excess_sharpe,val_avg_turnover,val_rebalance_count,observation_days,observation_total_ret,observation_ann_ret,observation_ann_vol,observation_sharpe,observation_max_drawdown,observation_win_rate,observation_bench_ann_ret,observation_excess_ann_ret,observation_excess_sharpe,observation_avg_turnover,observation_rebalance_count
industry_concept__score_pullback_trend__top5__rb5,industry_concept,score_pullback_trend,5,5,5,483,0.045779417326181626,0.023629175405629033,0.35031152973766866,0.23914333401278481,-0.38805951984664955,0.5134575569358178,0.18784006684587706,-0.1450669540755123,-0.6858909430918235,0.9691069266944401,97,93,0.3070258127392136,1.065820463677802,0.37018193217638584,2.147956524138549,-0.14947833494020757,0.5591397849462365,0.05468683869726565,0.972022028424135,2.5034981153158484,1.0,19
tradable_theme__score_risk_adj__top3__rb1,tradable_theme,score_risk_adj,3,1,1,483,0.0534556148871157,0.027542464208051287,0.28125478147305544,0.2352278068939961,-0.2587018949443102,0.494824016563147,0.19005875999688016,-0.1718209054647325,-0.6113754503730195,0.49510089324838974,483,93,-0.05101669209526338,-0.13228307186102917,0.265429808653376,-0.4010936347628075,-0.1477090289453712,0.5161290322580645,0.06018190415199798,-0.18944521873657783,-0.8329313316746572,0.5348442339135487,93
industry_concept__score_low_vol_mom__top10__rb5,industry_concept,score_low_vol_mom,10,5,5,483,0.05390275205217887,0.02776999157557225,0.2688290230809335,0.23481763840994685,-0.2750314627740661,0.5093167701863354,0.18784006684587706,-0.16330156233636095,-0.7737246434106567,0.7551010654777558,97,93,0.030701239569662864,0.08538957801929259,0.2764747626178522,0.43543453000371385,-0.16072244107719658,0.5483870967741935,0.05468683869726565,0.02625476732270493,0.2290724572193109,0.7636664766725595,19
industry__score_low_vol_mom__top20__rb5,industry,score_low_vol_mom,20,5,5,483,0.05327030718474601,0.027448156174995963,0.275775165956587,0.2345988212741561,-0.2595748766462126,0.5217391304347826,0.17183939229863743,-0.14055054095272534,-0.8313215820782495,0.6691250396161075,97,93,0.06082798837563019,0.17351756542125707,0.2521341833904709,0.7616356576718606,-0.10609261428153482,0.5483870967741935,0.022428170864180474,0.14749056916033432,0.881700202486383,0.7267630116726053,19
tradable_theme__score_breakout__top10__rb1,tradable_theme,score_breakout,10,1,1,483,0.04694959156896905,0.02422660998018733,0.3044720319150197,0.2296113894364495,-0.2789734638750694,0.4886128364389234,0.19005875999688016,-0.16176884099448696,-0.6939421182675543,0.5789367218438178,483,93,0.49538773173530903,1.9752705393287937,0.3411755246365863,3.3728625352823904,-0.1336467492092871,0.6451612903225806,0.06018190415199798,1.7825875066008696,3.49867865470162,0.5897068113366083,93
industry_concept__score_mom_5_10__top20__rb10,industry_concept,score_mom_5_10,20,10,10,483,0.031391903338265026,0.01625730138532422,0.3572387073830676,0.22000458341972395,-0.3038815096281,0.515527950310559,0.18784006684587706,-0.14565029130213492,-0.8144528979634422,0.9357142857142859,49,93,0.4306282278673845,1.638927328700614,0.3733184204756253,2.790470089091654,-0.20029130682112473,0.6021505376344086,0.05468683869726565,1.5240438395714078,3.3950589655490617,0.8450376678001378,10
industry__score_pullback_trend__top10__rb5,industry,score_pullback_trend,10,5,5,483,0.0345432788558675,0.017876188515041136,0.33149949457204203,0.21690045869189625,-0.35627347316793667,0.4968944099378882,0.17183939229863743,-0.13484125164812288,-0.7692379170644791,0.9600368101154377,97,93,0.32379131259938343,1.138413171235125,0.3394557579501491,2.4116817732538305,-0.10342109570998648,0.5913978494623656,0.022428170864180474,1.1132762470680122,3.179941909976815,0.9848794056106085,19
tradable_theme__score_risk_adj__top3__rb5,tradable_theme,score_risk_adj,3,5,5,483,0.03941166763661297,0.020372490345740513,0.2716799528754127,0.20846849658900177,-0.23850382828196182,0.515527950310559,0.19005875999688016,-0.17766426858132545,-0.6754481329116779,0.8936444508039427,97,93,0.11879916133490531,0.35550945622010643,0.28997190092418457,1.1948443763765384,-0.1416535067007365,0.5268817204301075,0.06018190415199798,0.27091101067050305,1.1336490782006376,0.9302354448762097,19
tradable_theme__score_pullback_trend__top20__rb10,tradable_theme,score_pullback_trend,20,10,10,483,0.03346234504197487,0.017321170146666898,0.3113926946620422,0.20833806822513679,-0.31164093519964553,0.5217391304347826,0.19005875999688016,-0.1535542740165904,-1.1488267459402415,0.947012059920506,49,93,0.04966229665525157,0.1403485638762585,0.304332019449419,0.5837230048798272,-0.11740957304738142,0.5268817204301075,0.06018190415199798,0.08005107006532985,0.4714194846821467,0.9550000000000001,10
industry_concept__score_risk_adj__top20__rb5,industry_concept,score_risk_adj,20,5,5,483,0.03725060373229172,0.019265080796418532,0.27412237494328623,0.20519527903270435,-0.290178904108897,0.5134575569358178,0.18784006684587706,-0.16401301223882958,-0.961857834837074,0.8289526987837025,97,93,0.12497526607462905,0.37588128074476024,0.25639541048725906,1.3739010923046167,-0.11209482662037173,0.5268817204301075,0.05468683869726565,0.3017766051048256,1.620529353093986,0.8448522573911524,19
industry_concept__score_risk_adj__top10__rb1,industry_concept,score_risk_adj,10,1,1,483,0.03531546330487911,0.01827250602267716,0.2877672836637496,0.20481792713137373,-0.2847956512391321,0.4968944099378882,0.18784006684587706,-0.16752879030380385,-0.7772649318089753,0.4449762035146304,483,93,-0.0029974069920688517,-0.008101209790348118,0.2378873311811596,0.08508875478883507,-0.14124608654339488,0.5483870967741935,0.05468683869726565,-0.06943394597516572,-0.27728744697094887,0.47325404029907114,93
industry_concept__score_breakout__top10__rb1,industry_concept,score_breakout,10,1,1,483,0.03161561757479481,0.016372303140554934,0.30442801326580365,0.20431273049167548,-0.2841987850891964,0.4886128364389234,0.18784006684587706,-0.16707924414081377,-0.7200909951037151,0.5746062802956377,483,93,0.5023235115334039,2.012811546677093,0.34000788828515777,3.420227301796001,-0.12648368460573878,0.6344086021505376,0.05468683869726565,1.8297119742547654,3.539643368960005,0.5875743005867515,93
industry__score_breakout__top5__rb1,industry,score_breakout,5,1,1,483,0.022359277680992884,0.011604013903475874,0.332740428025097,0.1996391638855853,-0.3311368684427475,0.4886128364389234,0.17183939229863743,-0.15609917006718577,-0.5235645344919341,0.6071985754229503,483,93,0.5158661994732852,2.086971912280462,0.4036227371309104,3.000035735051665,-0.19428625187290938,0.6129032258064516,0.022428170864180474,1.9923845895385188,3.046847879941022,0.7055499819800884,93
tradable_theme__score_mom_5_10__top20__rb10,tradable_theme,score_mom_5_10,20,10,10,483,0.017391754884573896,0.00903654136381471,0.35220845250386884,0.1983332854204715,-0.3194796392142317,0.5113871635610766,0.19005875999688016,-0.15419962136198362,-0.8785111073158205,0.9387755102040818,49,93,0.43062822786738497,1.6389273287006163,0.3733184204756253,2.790470089091654,-0.2002913068211245,0.6021505376344086,0.06018190415199798,1.5113151035062011,3.377612009787459,0.8450376678001378,10
tradable_theme__score_risk_adj__top5__rb5,tradable_theme,score_risk_adj,5,5,5,483,0.034268659134185864,0.01773520803189621,0.26482447740757137,0.19669207997637894,-0.2630858174714542,0.515527950310559,0.19005875999688016,-0.1765247695071095,-0.7742020946232643,0.8722608662719432,97,93,0.09917172986931244,0.29203534267239917,0.27656693579195146,1.065102183072966,-0.1328119306946124,0.5483870967741935,0.06018190415199798,0.21216214859264348,0.9976351135742636,0.9057900316272163,19
industry_concept__score_pullback_trend__top10__rb5,industry_concept,score_pullback_trend,10,5,5,483,0.018631080248917797,0.009677649042511227,0.3357025022060658,0.19391418435977473,-0.38059547935870963,0.5093167701863354,0.18784006684587706,-0.15606200004676662,-0.9265442107220323,0.9692032302803838,97,93,0.36926123843257086,1.34333232553832,0.34910870137923156,2.6177408234459287,-0.11316952099972244,0.6344086021505376,0.05468683869726565,1.2400239606279513,3.2915224419853257,0.9796214782462302,19
tradable_theme__score_risk_adj__top10__rb5,tradable_theme,score_risk_adj,10,5,5,483,0.031800452187495276,0.01646730957493192,0.26908159136440635,0.19344714086777268,-0.29155789631392115,0.5362318840579711,0.19005875999688016,-0.17234924505486948,-0.8735582816778623,0.8505859638077999,97,93,0.009017560201275643,0.024623436971078938,0.25855783052628944,0.22364702420426,-0.17856083533472078,0.5483870967741935,0.06018190415199798,-0.03804202375820753,-0.11036480187066611,0.9108559645983897,19
industry__score_pullback_trend__top10__rb1,industry,score_pullback_trend,10,1,1,483,0.014039115296725413,0.0073003339327146755,0.34659495077483937,0.19309211205577442,-0.40345747799103904,0.5031055900621118,0.17183939229863743,-0.1407837681009826,-0.7522420343313255,0.6132064946076762,483,93,-0.14180652743018485,-0.33924975172542016,0.36499640751350354,-0.9480245586454492,-0.2627688124416653,0.5053763440860215,0.022428170864180474,-0.3497654290478658,-1.311121348882875,0.6090716998855301,93
tradable_theme__score_risk_adj__top20__rb5,tradable_theme,score_risk_adj,20,5,5,483,0.030158279700598145,0.015622934761627016,0.2733789670584676,0.1919139903477861,-0.2945897337182457,0.5113871635610766,0.19005875999688016,-0.16834671090641118,-0.9959093536597737,0.8294669657833046,97,93,0.11887783796334839,0.3557677654111584,0.25630050003845184,1.3167995768347107,-0.11702232367176191,0.5268817204301075,0.06018190415199798,0.2764563685697632,1.5147252126773618,0.847483836338521,19
tradable_theme__score_risk_adj__top10__rb1,tradable_theme,score_risk_adj,10,1,1,483,0.027958579238977377,0.0144908800079675,0.285879910967367,0.1914882702479158,-0.2852319379797321,0.5031055900621118,0.19005875999688016,-0.1722903709450081,-0.8041526650776653,0.44516799058725137,483,93,-0.004945931949494664,-0.013345283638970917,0.23944450911562026,0.06404203213832536,-0.14470866632113133,0.5376344086021505,0.06018190415199798,-0.07894783070215361,-0.3267813072572288,0.4678591022223157,93
industry__score_risk_adj__top5__rb10,industry,score_risk_adj,5,10,10,483,0.029568740264604765,0.0153196474374242,0.2647374546043495,0.18841556860355338,-0.282698976173793,0.5113871635610766,0.17183939229863743,-0.16051301011524677,-0.7188715287717505,0.9347690326791115,49,93,-0.054709534766955614,-0.14140217534247346,0.2865816853137761,-0.38820131812009284,-0.2038502595657139,0.5053763440860215,0.022428170864180474,-0.16185118804259824,-0.6631251517252508,0.9401652959942816,10
industry__score_breakout__top20__rb1,industry,score_breakout,20,1,1,483,0.020476789211681945,0.01063175015258544,0.3002528296368774,0.1839799836878814,-0.25117213419210227,0.494824016563147,0.17183939229863743,-0.1512279576175164,-0.8062112377306963,0.40865742131747546,483,93,0.2711159922780313,0.9156150353949324,0.33058771243493285,2.1342657334991935,-0.14832069221165056,0.5913978494623656,0.022428170864180474,0.8684042916705355,2.3465154775930492,0.42656666639674895,93
industry_concept__score_risk_adj__top5__rb5,industry_concept,score_risk_adj,5,5,5,483,0.027021539408450757,0.014008289591328493,0.26432007142162384,0.18267922082126706,-0.2642335425076542,0.5093167701863354,0.18784006684587706,-0.17842316634942423,-0.7847427369981929,0.8763704370419256,97,93,0.09917172986931266,0.29203534267239983,0.27656693579195146,1.0651021830729654,-0.1328119306946124,0.5483870967741935,0.05468683869726565,0.2183103650273479,1.0207164377041706,0.9057900316272163,19
industry__score_risk_adj__top20__rb5,industry,score_risk_adj,20,5,5,483,0.02273265933609747,0.011796755505473211,0.2777394505824557,0.1796075363683576,-0.26103650326673977,0.5217391304347826,0.17183939229863743,-0.1525422108192268,-0.9492126674014216,0.7934769032745925,97,93,0.070499312526064,0.2027339781479569,0.2806602767369718,0.7988215536650273,-0.13560367310435573,0.5483870967741935,0.022428170864180474,0.17875164346526784,0.91827745537946,0.7925073290868236,19
tradable_theme__score_breakout__top5__rb5,tradable_theme,score_breakout,5,5,5,483,0.010845626762085336,0.005643990125093312,0.32012691230414575,0.17583111471480867,-0.29398708441547183,0.5072463768115942,0.19005875999688016,-0.17852892219062677,-0.6691496528288357,0.8581078483456946,97,93,0.15126500062268255,0.46475616422235855,0.41290515066437594,1.1331412184718366,-0.22827936883483646,0.5591397849462365,0.06018190415199798,0.37568213081572965,1.04868456825477,0.8527938678316032,19
tradable_theme__score_breakout__top10__rb5,tradable_theme,score_breakout,10,5,5,483,0.015619352096024386,0.008119021330204701,0.2982265325461194,0.1742953967261269,-0.28435347835079605,0.4968944099378882,0.19005875999688016,-0.1733486736229708,-0.8482882004365876,0.8129107781067229,97,93,0.1139374754428577,0.339607874947206,0.3692957395572474,0.9786804261855349,-0.20179926850752639,0.5591397849462365,0.06018190415199798,0.25706742075421496,0.8697417969385992,0.7799855964328071,19
tradable_theme__score_pullback_trend__top5__rb1,tradable_theme,score_pullback_trend,5,1,1,483,-0.008752814193822678,-0.004576285482897902,0.37407835211868984,0.17223378514275825,-0.3193611412071261,0.5113871635610766,0.19005875999688016,-0.16574988775174015,-0.7265113575467452,0.692926309179432,483,93,-0.1622461184529469,-0.38102889279034824,0.431706424511603,-0.8886473879917558,-0.3119569036267723,0.4838709677419355,0.06018190415199798,-0.41323420773058095,-1.258441442834469,0.6914020278740955,93
tradable_theme__score_breakout__top3__rb1,tradable_theme,score_breakout,3,1,1,483,-0.00043893874522193954,-0.00022903556232323208,0.34631452235310933,0.17126694723340036,-0.37496386350320987,0.4906832298136646,0.19005875999688016,-0.18455444030213386,-0.567858320953433,0.6986789397755538,483,93,0.5281809114325422,2.1553985170260486,0.4582893227965283,2.7416140033372636,-0.20783938372809452,0.5806451612903226,0.06018190415199798,1.9441277058553417,2.6827406565434218,0.8118317925641093,93
industry_concept__score_breakout__top3__rb1,industry_concept,score_breakout,3,1,1,483,-0.0032004700471016667,-0.0016710904344486854,0.35009657058944404,0.1692340357343508,-0.37614043885324067,0.4906832298136646,0.18784006684587706,-0.18453116362407007,-0.5539098509211179,0.6952203858187151,483,93,0.5095908066312169,2.0524661049053363,0.4483559289135094,2.7180937068695616,-0.21031558516446658,0.5913978494623656,0.05468683869726565,1.8554421626688735,2.63595005356409,0.81182571755181,93
industry__score_risk_adj__top10__rb10,industry,score_risk_adj,10,10,10,483,0.015199869020091406,0.007901755416283684,0.2745515015646329,0.16330570641617548,-0.28335305070869077,0.5072463768115942,0.17183939229863743,-0.15820288812606076,-0.9209759994188013,0.9204468495427109,49,93,0.08775368859858701,0.2559896083454012,0.2589642860252339,1.0105169819898618,-0.12151993866751987,0.5376344086021505,0.022428170864180474,0.23028536664083887,1.2871085133067046,0.8700000000000001,10
industry_concept__score_breakout__top5__rb5,industry_concept,score_breakout,5,5,5,483,0.0003698446521462895,0.00019294536450442656,0.3206217667024593,0.15910998936933457,-0.2976307160121956,0.5072463768115942,0.18784006684587706,-0.18195172095336298,-0.6799550729043545,0.8581046987531172,97,93,0.14270203126874725,0.4354224696749891,0.41990439618335884,1.073051113100752,-0.2354766280869982,0.5591397849462365,0.05468683869726565,0.355374775551492,0.9967382960547606,0.8527938678316032,19
tradable_theme__score_volume_confirm__top20__rb5,tradable_theme,score_volume_confirm,20,5,5,483,-0.007056120214637418,-0.0036876875572513512,0.3418463350422086,0.15592599962851938,-0.31389195357952904,0.5113871635610766,0.19005875999688016,-0.166698816017136,-1.0318355189326343,0.9072322924244092,97,93,0.044514027441899806,0.12525665123426077,0.3346579214759058,0.5200865461094454,-0.2109776690850993,0.5161290322580645,0.06018190415199798,0.06225820433484608,0.3608824442105507,0.9078947368421054,19
industry_concept__score_risk_adj__top10__rb5,industry_concept,score_risk_adj,10,5,5,483,0.01234503488037575,0.006421988575247006,0.2672261080823264,0.15577566585327987,-0.29642062458698193,0.5238095238095238,0.18784006684587706,-0.17976714694832785,-0.9176680430012959,0.853678405513769,97,93,0.015573602398964548,0.04276330381022775,0.2590575676226521,0.2914715185420163,-0.17649989349860307,0.5483870967741935,0.05468683869726565,-0.015816853546092635,0.010009077783809375,0.9108559645983895,19
industry_concept__score_volume_confirm__top5__rb1,industry_concept,score_volume_confirm,5,1,1,483,-0.013633714590166601,-0.007136590370696472,0.35822137709473656,0.15461537553305807,-0.26509992830540374,0.4989648033126294,0.18784006684587706,-0.1764097415618583,-0.6888180491290506,0.656489880268036,483,93,0.14243563042052942,0.43451587454511853,0.29954595411811397,1.35412371904784,-0.09547359488827956,0.4946236559139785,0.05468683869726565,0.34712546844732906,1.2712568067711976,0.6568815831640905,93
industry_concept__score_breakout__top10__rb5,industry_concept,score_breakout,10,5,5,483,-0.00122480401293934,-0.0006392154573402475,0.29842555573044005,0.14514522666375623,-0.29079778896463127,0.4989648033126294,0.18784006684587706,-0.17949007059203903,-0.8776589721117867,0.8087942177436849,97,93,0.12346925601400116,0.37089603777549285,0.3736258767092354,1.033544168700667,-0.21191174116950007,0.5591397849462365,0.05468683869726565,0.29267065321719454,0.9449493115664371,0.7799593604953866,19
tradable_theme__score_pullback_trend__top10__rb5,tradable_theme,score_pullback_trend,10,5,5,483,-0.014040853459543645,-0.007350430956918008,0.33817109087756003,0.14465184905706627,-0.3950017231860974,0.5113871635610766,0.19005875999688016,-0.1706002895760539,-1.0433108672574014,0.9702324240187301,97,93,0.319151447049846,1.1181646654440884,0.35202040807563745,2.3110499994902347,-0.12142606473235662,0.6236559139784946,0.06018190415199798,1.0170418746802303,2.8900013163662397,0.9796214782462302,19
industry__score_risk_adj__top5__rb1,industry,score_risk_adj,5,1,1,483,-0.0015369875324982019,-0.0008022014952531187,0.29407432169391834,0.1426843345697913,-0.23969035206447675,0.4865424430641822,0.17183939229863743,-0.17043120495999775,-0.6981250762452393,0.44850298177490144,483,93,-0.05786424115247013,-0.14914431997373467,0.28731934592234826,-0.4178505494984127,-0.2123687940639294,0.5376344086021505,0.022428170864180474,-0.1689545874129178,-0.7069411205965372,0.47433739282143683,93
industry__score_pullback_trend__top3__rb5,industry,score_pullback_trend,3,5,5,483,-0.029428875912009267,-0.015463844884441413,0.3657669731670475,0.13718906261620237,-0.41432143774451735,0.484472049689441,0.17183939229863743,-0.16429420527947736,-0.6494345137668304,0.9762593490298389,97,93,0.18137055221981924,0.5708802950084988,0.42110436398988815,1.2857018910926732,-0.18697419007909633,0.5483870967741935,0.022428170864180474,0.5475907807772227,1.3974738100288413,1.0,19
industry_concept__score_pullback_trend__top20__rb10,industry_concept,score_pullback_trend,20,10,10,483,-0.013445528443561838,-0.007037764071251784,0.3160581562958465,0.13339052304603038,-0.32966625595873356,0.5196687370600414,0.18784006684587706,-0.17089274460710724,-1.3427479349487872,0.9449693129704216,49,93,0.044123504090119336,0.12411702326701901,0.3031051974208105,0.5375166323605248,-0.12062873818073994,0.5161290322580645,0.05468683869726565,0.0695716816327887,0.42440404562184253,0.9550000000000001,10
tradable_theme__score_volume_confirm__top10__rb1,tradable_theme,score_volume_confirm,10,1,1,483,-0.02631914568784377,-0.013819291114375187,0.3517018857984751,0.13159172381446155,-0.2669484950422426,0.4989648033126294,0.19005875999688016,-0.17954099907629528,-0.8396408220874998,0.6071737620838527,483,93,0.08096090989208848,0.2348498805563306,0.297991785277384,0.8566034064343663,-0.14089223930195216,0.5161290322580645,0.06018190415199798,0.15659202360189406,0.7068683949154183,0.6326086438393088,93
tradable_theme__score_risk_adj__top5__rb1,tradable_theme,score_risk_adj,5,1,1,483,-0.005995882481941384,-0.003132785144527306,0.2790689710691513,0.1263539960121473,-0.2978291936648564,0.4720496894409938,0.19005875999688016,-0.19357869824882779,-0.7852277386510229,0.4739860172597688,483,93,-0.04736196670982806,-0.12319816345204693,0.25670969962654855,-0.38325128118592133,-0.15056351386807187,0.4946236559139785,0.06018190415199798,-0.1807901233272986,-0.8399683866865563,0.4784693768807021,93
industry_concept__score_pullback_trend__top5__rb1,industry_concept,score_pullback_trend,5,1,1,483,-0.042410359404115416,-0.02235636540870467,0.374478659610611,0.12433880335031226,-0.323508449750017,0.5072463768115942,0.18784006684587706,-0.17933723562216075,-0.8013437076047297,0.6892392289225218,483,93,-0.1619759787260181,-0.3804879146923926,0.4317550788883141,-0.886479317448212,-0.31195690362677264,0.4838709677419355,0.05468683869726565,-0.4097322395972166,-1.2418222531596899,0.6935532533266794,93
tradable_theme__score_low_vol_mom__top3__rb5,tradable_theme,score_low_vol_mom,3,5,5,483,-0.012809058057212108,-0.00670358727583753,0.28989348539288007,0.12074804596027243,-0.28986926337354035,0.4824016563146998,0.19005875999688016,-0.19550199167031135,-0.7593342741118018,0.8388660857628326,97,93,0.11307849433960748,0.33681062189231326,0.2847251033345018,1.1625666915739943,-0.1145362641308647,0.5053763440860215,0.06018190415199798,0.25602906789127955,1.1450650871652386,0.8070175438596492,19
tradable_theme__score_volume_confirm__top5__rb10,tradable_theme,score_volume_confirm,5,10,10,483,-0.026016226432897027,-0.013659229255337024,0.3162888909341504,0.11237726643128033,-0.38977160414092393,0.494824016563147,0.19005875999688016,-0.18660906306656222,-0.9369003273200364,0.9836734693877551,49,93,0.21860735572822132,0.7086896436873127,0.3467622486253771,1.718104833913542,-0.12522614004992116,0.5161290322580645,0.06018190415199798,0.6176739903738215,1.9307138512944575,0.9600000000000002,10
industry_concept__score_volume_confirm__top5__rb10,industry_concept,score_volume_confirm,5,10,10,483,-0.025652037502228553,-0.013466824151526002,0.31292815087165865,0.1111312881507704,-0.3787333732608983,0.494824016563147,0.18784006684587706,-0.1861487677104412,-0.9294076625679448,0.9877551020408164,49,93,0.18427313065667583,0.5813605109250242,0.3471050205691108,1.4932224845283997,-0.14011406607369636,0.5161290322580645,0.05468683869726565,0.5033385233766603,1.6362390131218314,0.9600000000000002,10
tradable_theme__score_pullback_trend__top3__rb5,tradable_theme,score_pullback_trend,3,5,5,483,-0.050058160611336056,-0.026437895897062802,0.3714651826032977,0.11098028813516686,-0.4236144526040506,0.484472049689441,0.19005875999688016,-0.18870050008757644,-0.7608717843617651,0.9794429185484088,97,93,0.19440711384914167,0.6182963911605694,0.3960846582928192,1.414972879855162,-0.17312604727213154,0.5591397849462365,0.06018190415199798,0.5344521198381851,1.4759154741797744,1.0,19
tradable_theme__score_volume_confirm__top5__rb1,tradable_theme,score_volume_confirm,5,1,1,483,-0.04173868293910077,-0.02199864653628536,0.3534707007825594,0.10917752942660076,-0.28569503228984217,0.484472049689441,0.19005875999688016,-0.19100176718721984,-0.7708666795219107,0.6597962950908731,483,93,0.12612702344637694,0.3797015730749904,0.2967164156164776,1.232730775710765,-0.10476569659800417,0.4838709677419355,0.06018190415199798,0.2914430050565959,1.1473409459324997,0.6719233157002642,93
industry__score_pullback_trend__top5__rb1,industry,score_pullback_trend,5,1,1,483,-0.050322828758078586,-0.02657942660168544,0.36727763593289414,0.10840441364141494,-0.3568236997177616,0.4906832298136646,0.17183939229863743,-0.1695177021174714,-0.7543133317069044,0.6667645775125802,483,93,-0.19922625365839342,-0.4522999824178111,0.43278637230357686,-1.1674897115558789,-0.3175985194037503,0.4946236559139785,0.022428170864180474,-0.460074201297735,-1.4728702934301745,0.6702039638495294,93
industry__score_low_vol_mom__top20__rb10,industry,score_low_vol_mom,20,10,10,483,-0.016801452569414455,-0.008801489302990517,0.28203952546535027,0.10634283387332998,-0.32097703115806364,0.505175983436853,0.17183939229863743,-0.16803881394456033,-1.1363543817932462,0.874540364196201,49,93,0.1443182137985175,0.440930288928042,0.26306068179468683,1.5216879105481083,-0.09573584590217277,0.5591397849462365,0.022428170864180474,0.4106921804394321,1.9834004926318611,0.9000255051599648,10
industry__score_risk_adj__top5__rb5,industry,score_risk_adj,5,5,5,483,-0.01760208789209794,-0.009222692990008219,0.2741877191006916,0.10180759677298562,-0.2864646238818608,0.5072463768115942,0.17183939229863743,-0.1808584849365139,-0.7794717050284039,0.841305264233607,97,93,-0.03061934978319536,-0.0808126566227706,0.2978029538078327,-0.13343126040095984,-0.17808598049334312,0.5268817204301075,0.022428170864180474,-0.10196185570601435,-0.3326328928781592,0.863438507479834,19
industry_concept__score_volume_confirm__top10__rb10,industry_concept,score_volume_confirm,10,10,10,483,-0.03735167160493236,-0.019665172212453785,0.32314143997123895,0.09802131963414033,-0.3590037401294124,0.515527950310559,0.18784006684587706,-0.184926911286586,-1.0781801710073424,0.9735075987236264,49,93,0.14086147602529464,0.4291662062096113,0.3211079831270187,1.272500046496144,-0.1571006061828738,0.5376344086021505,0.05468683869726565,0.36253290854853093,1.4824205244459079,0.97,10
industry_concept__score_pullback_trend__top3__rb5,industry_concept,score_pullback_trend,3,5,5,483,-0.06120837832333759,-0.032416885268288564,0.3709917521429932,0.09406645424516835,-0.4209341298641287,0.4824016563146998,0.18784006684587706,-0.19223119204382633,-0.7879116903714825,0.9794429185484088,97,93,0.19440711384914167,0.6182963911605694,0.3960846582928192,1.414972879855162,-0.17312604727213154,0.5591397849462365,0.05468683869726565,0.5419624230627065,1.488768996869058,1.0,19
tradable_theme__score_mom_10_20__top20__rb10,tradable_theme,score_mom_10_20,20,10,10,483,-0.05486934271979127,-0.029013616980252954,0.35657982578890657,0.0917987265273388,-0.3366802758779579,0.494824016563147,0.19005875999688016,-0.18549344150887803,-1.0733398386431376,0.9193877551020411,49,93,0.48567637548780174,1.9232043071602551,0.39246227290857333,2.934860303159819,-0.1993577488114704,0.5591397849462365,0.06018190415199798,1.7824694933644887,3.4721215021127243,0.8050583016783154,10
tradable_theme__score_low_vol_mom__top20__rb10,tradable_theme,score_low_vol_mom,20,10,10,483,-0.025988662482022917,-0.01364466570699363,0.2801723949198841,0.08782588876231769,-0.3308668119328685,0.4968944099378882,0.19005875999688016,-0.19083495168381448,-1.1743558196174961,0.9183682461986951,49,93,0.10134954416225517,0.29898370682586495,0.24759104541073837,1.1811462679245432,-0.10890451049675842,0.5161290322580645,0.06018190415199798,0.22335064744708144,1.3769685578631201,0.945,10
industry_concept__score_risk_adj__top5__rb1,industry_concept,score_risk_adj,5,1,1,483,-0.026324395460037064,-0.013822065292229624,0.2778586492811851,0.08689459154894794,-0.3043191743674607,0.4699792960662526,0.18784006684587706,-0.20145873922112634,-0.8227281232384597,0.47523746764603186,483,93,-0.03755988448650993,-0.09853652441792027,0.25205296404683347,-0.28506327036158635,-0.14173643809314096,0.4946236559139785,0.05468683869726565,-0.15351704801413735,-0.7075335917297408,0.4742014614960137,93
industry_concept__score_volume_confirm__top20__rb5,industry_concept,score_volume_confirm,20,5,5,483,-0.05369049964226147,-0.028381931022402163,0.34642954512184426,0.08564490250592668,-0.3179883050272253,0.5010351966873706,0.18784006684587706,-0.18508185110093145,-1.1605826837873696,0.909285275461272,97,93,0.02702558308749725,0.07493321845522694,0.3354429569983047,0.38323818041864116,-0.2144526435644294,0.5268817204301075,0.05468683869726565,0.019568513435503698,0.20621716243213312,0.9105263160603816,19
tradable_theme__score_breakout__top10__rb10,tradable_theme,score_breakout,10,10,10,483,-0.03711969297971407,-0.01954192329114457,0.3049394577242236,0.08386862037269815,-0.2944571318611584,0.4720496894409938,0.19005875999688016,-0.1927785298304464,-1.0502194909844462,0.9347869592942204,49,93,0.19992338024460232,0.6386284609366819,0.31121844632105955,1.7436615692759259,-0.13584959331752278,0.5698924731182796,0.06018190415199798,0.5429526068921617,1.8974984911613226,0.8704816721242732,10
industry_concept__score_mom_10_20__top20__rb10,industry_concept,score_mom_10_20,20,10,10,483,-0.061077552504512966,-0.03234653731350723,0.35866809849680065,0.0835826980604281,-0.3245915041844778,0.4886128364389234,0.18784006684587706,-0.18650518733040466,-1.0810560666618199,0.9153061224489798,49,93,0.475672735958095,1.8701760223220618,0.39159352805802683,2.8935552042254256,-0.1993577488114704,0.5591397849462365,0.05468683869726565,1.7453371985682944,3.433386800834622,0.8000497872750113,10
