state_kind,state,days,day_ratio,compound_net_return_within_state_days,sum_net_return,sum_sector_contribution,sum_low_risk_contribution,sum_cost,average_exposure,average_risk_score,positive_day_ratio
confirmed_regime,NEUTRAL,236,0.1620879120879121,0.161258643729432,0.15925630179513994,0.19034795177885006,0.008989089859293517,0.04009045573619424,0.5859579239164713,59.88919531648152,0.5127118644067796
confirmed_regime,DEFENSIVE,697,0.47870879120879123,0.09839864092343745,0.10056658525364126,0.10821458069934214,0.045905090045687214,0.053585000620351146,0.28867982299875355,41.20414640070207,0.5423242467718795
confirmed_regime,CASH,138,0.09478021978021978,0.03010697849331409,0.03035526563653379,0.019925415529090953,0.016218117990989316,0.005744074647048651,0.0,17.22574587930403,0.7971014492753623
confirmed_regime,RISK_ON,385,0.2644230769230769,-0.06148230990018078,-0.03508500655272484,0.0240415970058103,0.007195071389474396,0.06657080192803372,0.7675824063641726,74.71682342865891,0.5194805194805194
raw_regime,DEFENSIVE,607,0.4168956043956044,-0.0385197292016156,-0.033559351032252493,-0.029443196393366226,0.04497729724331255,0.04914862995623252,0.27548132370094686,36.55706419410718,0.5354200988467874
raw_regime,CASH,105,0.07211538461538461,-0.03875280071073594,-0.038136462764259305,-0.04111768547691372,0.011060936594178635,0.008060251204401759,0.030253928488371936,10.809876642251568,0.7238095238095238
raw_regime,RISK_ON,531,0.3646978021978022,0.46103092381125227,0.40567574072293555,0.46903738709632314,0.015219647735789607,0.078685452046004,0.6770894023232683,73.77462555015332,0.5630885122410546
raw_regime,NEUTRAL,213,0.1462912087912088,-0.08677274137723326,-0.0788867807938336,-0.05594696021294979,0.007049487712163654,0.03009599972498947,0.49336542024983926,53.97544087777341,0.5117370892018779
