month,top50_excess_5d,top50_return_5d,ndcg_at_50,precision_at_50,rank_ic,turnover
202401,0.029071213170959585,-0.03198494528750854,0.08915151998668941,0.030000000000000002,0.15999371119603126,0.5323809523809524
202402,-0.029387657994924942,0.026497858597532026,0.008382086634652567,0.0013333333333333333,-0.1879391224488893,0.404
202403,0.004158705836386677,0.014828471975879456,0.023870768828597125,0.007619047619047619,-0.03763476986775398,0.5714285714285714
202404,-0.016153078975218983,-0.016020053284040856,0.011334300059286637,0.003,-0.09999322354156773,0.352
202405,0.0030780061335764003,-0.016934450075143916,0.014120243574391326,0.002,0.0805351083723303,0.708
202406,-1.5098796403624274e-06,-0.011392633947409797,0.013530824298058096,0.0010526315789473684,0.005802433321128196,0.7347368421052631
202407,-0.004865131743131003,-0.00460293323978165,0.01427815330094945,0.005217391304347826,0.10621857404283169,0.5191304347826087
202408,0.015851210494071247,0.008461279519082638,0.042027976349596916,0.018181818181818184,0.15350312267795696,0.5945454545454546
202409,-0.010471875742245567,0.055173632586814424,0.017014285750975307,0.005263157894736842,0.0004956819098446572,0.5957894736842105
202410,0.024525456635857375,0.054580942360819514,0.03176667114233693,0.014444444444444446,0.05963652121125937,0.6166666666666667
202411,0.05495215043077458,0.0711534564473711,0.10092307031802539,0.04666666666666667,0.20884986442319559,0.4266666666666667
202412,-0.029102518358897225,-0.054537795681597674,0.015434867427809213,0.0036363636363636364,0.04871104396627473,0.6090909090909091
202501,0.00017727063851582337,0.020611367073756073,0.011554558623950778,0.003333333333333333,0.05704496786755629,0.6622222222222223
202502,-0.0022896869233111784,0.015083758854616994,0.009779131204327406,0.005555555555555556,0.056567383118162264,0.5244444444444444
202503,0.011761137535279218,-0.001716569135459126,0.027561685567009303,0.015238095238095238,0.13086952065402782,0.5742857142857143
202504,0.00023562637716025543,0.0159706998066651,0.020333257764694024,0.009523809523809525,0.10005051086883436,0.7352380952380952
202505,0.010460910141490615,0.019703289344985834,0.023697567022264488,0.008421052631578947,0.17659674857458096,0.52
202506,0.006872602997882275,0.017586724674376605,0.018699224463074666,0.006,0.14307155998590174,0.636
202507,0.007644200606134784,0.02322833512668172,0.015987977515029974,0.008695652173913044,0.16263863679289817,0.6956521739130435
202508,-0.006021883516317931,0.0055186223299022045,0.017845421777961758,0.007619047619047619,0.030969223473261337,0.6980952380952381
202509,-0.009456942565587862,-0.004450349984726684,0.023713636309644404,0.007272727272727273,0.04456712466332327,0.6736363636363637
202510,-0.011842029482034505,-0.004569690237654996,0.005976614688931178,0.0,0.022550480698855915,0.7294117647058824
202511,0.00421303425759325,0.0001618466501534418,0.013190143529032425,0.001,0.09935291589362,0.733
202512,-0.003846917439256181,0.008354573448349667,0.009649972942267566,0.0017391304347826088,0.0027894256154948056,0.6052173913043478
