recorded_at,evidence_role,protocol_hash,data_end_date,strategy_date,last_rebalance_signal_date,strategy_action,regime,sector_exposure,low_risk_exposure,position_count,target_hash,snapshot_hash
2026-08-31T01:48:02+08:00,freeze_baseline,184f76b4cd138001fe296be9e584570ec6f7c4b0fb7fae6a88feee1d64cb564f,20260810,20260810,20260807,持有不动,DEFENSIVE,30.00%,70.00%,3,c47d1b2742f011a5c2f599c34a2e456239bc813eed1519dbd1e38413f4be9c6a,c30ea0f4afb549a82a8c4f8b8c04fc16b10d1f9a4c8bebb1ca40c8ac43bc2a22
