asof_date,effective_from,sector_code,sector_name,etf_code,etf_name,index_code,index_name,listing_sessions,recent_completeness,median_amount20,n_obs,score_before_tracking_penalty,eligible_before_index_gap,reject_reason,corr120,corr60,beta,r2,tracking_error,tracking_error_rank,mapping_score,selected,runner_up_index_gap,effective_to
20190531,20190603,885410.TI,固废处理,512580.SH,广发中证环保产业ETF,000827.SH,中证环保,551,1.0,7989.98,120,0.08862352326559825,False,insufficient_liquidity|corr120_below_threshold|corr60_below_threshold|beta_outside_range,0.1052717870196038,0.13730122953780494,0.10025801485130653,0.011082149142300768,0.10783598435307074,1.0,-0.011376476734401758,False,,20190701
20190531,20190603,885472.TI,上海自贸区,510810.SH,汇添富中证上海国企ETF,950096.CSI,中证上海国企,669,1.0,9079.319500000001,120,0.5093167674019736,False,insufficient_liquidity|corr120_below_threshold,0.5706746319069579,0.7005160844926935,0.5522865168031474,0.32566953550214195,0.13211524702523414,1.0,0.40931676740197365,False,,20190701
20190628,20190701,885410.TI,固废处理,512580.SH,广发中证环保产业ETF,000827.SH,中证环保,570,1.0,8188.679,120,0.16601426447303322,False,insufficient_liquidity|corr120_below_threshold|corr60_below_threshold|beta_outside_range,0.15021966357638292,0.3500781623443661,0.1098726403575155,0.022565947325001612,0.12352960508613596,1.0,0.06601426447303321,False,,20190801
20190628,20190701,885472.TI,上海自贸区,510810.SH,汇添富中证上海国企ETF,950096.CSI,中证上海国企,687,0.95,8499.696,119,0.5159302004483213,False,insufficient_liquidity|corr120_below_threshold,0.593115419531269,0.6664184221992954,0.556976675177431,0.351785900885753,0.131321403489336,1.0,0.4159302004483213,False,,20190801
20190731,20190801,885410.TI,固废处理,512580.SH,广发中证环保产业ETF,000827.SH,中证环保,593,1.0,7328.7365,120,0.1652647667640592,False,insufficient_liquidity|corr120_below_threshold|corr60_below_threshold|beta_outside_range,0.17388250054099716,0.29515299157760866,0.11607816737295128,0.03023512399438988,0.12688044383771382,1.0,0.0652647667640592,False,,20190902
20190731,20190801,885472.TI,上海自贸区,510810.SH,汇添富中证上海国企ETF,950096.CSI,中证上海国企,709,0.95,6261.322,118,0.47431711858778886,False,insufficient_liquidity|corr60_below_threshold,0.6054871905918323,0.46632525038501704,0.5729557741208874,0.3666147379707896,0.13340156845228424,1.0,0.3743171185877888,False,,20190902
20190830,20190902,885410.TI,固废处理,512580.SH,广发中证环保产业ETF,000827.SH,中证环保,615,1.0,6120.954,120,0.2195612383320776,False,insufficient_liquidity|corr120_below_threshold|corr60_below_threshold|beta_outside_range,0.2567755444036974,0.3251336563986267,0.1637924209020307,0.06593368020381507,0.11346420863889342,1.0,0.1195612383320776,False,,20191008
20190830,20190902,885472.TI,上海自贸区,510810.SH,汇添富中证上海国企ETF,950096.CSI,中证上海国企,725,0.7,8362.7665,112,0.47420218413163817,False,recent_prices_incomplete|insufficient_liquidity|corr60_below_threshold,0.6246038318946774,0.4135231046466894,0.5476145773525414,0.3901299468175141,0.1294786540491221,1.0,0.3742021841316382,False,,20191008
20190930,20191008,885410.TI,固废处理,512580.SH,广发中证环保产业ETF,000827.SH,中证环保,635,1.0,9612.785,120,0.19559060580609242,False,insufficient_liquidity|corr120_below_threshold|corr60_below_threshold|beta_outside_range,0.3098745101483198,0.1050000757039334,0.18778175993586732,0.09602221203966099,0.10564312982757626,1.0,0.09559060580609241,False,,20191101
20190930,20191008,885472.TI,上海自贸区,510810.SH,汇添富中证上海国企ETF,950096.CSI,中证上海国企,745,1.0,10165.853500000001,112,0.31184808658324736,False,insufficient_liquidity|corr120_below_threshold|corr60_below_threshold|beta_outside_range,0.44202516388333246,0.24611027126267246,0.4761759482661059,0.19538624550608708,0.12482555640763181,1.0,0.21184808658324736,False,,20191101
